id,prompt_name,input,target
115,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Indonesia's Yudhoyono rejects foreign help to solve Aceh conflict (AFP) AFP - A state of civil emergency in the rebellion-hit Indonesian province of Aceh has been formally extended by six month, as the country's president pledged to end violence there without foreign help.",World
116,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Rooney brought down to earth After a debut that was the stuff of fantasy, Wayne Rooney was introduced to the real Manchester United yesterday. The 18-year-old could have been forgiven for thinking that life",Sports
117,which_section,"St. Louis Rams Release Punter Sean Landeta (AP) AP - Shaky special teams helped cost punter Sean Landeta his job with the St. Louis Rams. 

Which section of a newspaper would this article likely appear in?",Sports
118,which_section_choices,"Turnaround Progress Seen, 2 Executives to Leave Ford Two of the Ford Motor Company's most senior executives retired in a sign that the company's deep financial crisis has abated, though serious challenges remain. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Business
119,classify,"AUSTRALIA ROMP TO HISTORIC WIN Australia wrapped up their first series win in India in 35 years after an overwhelming victory by 342 runs in the third Test in Nagpur. 
What label best describes this news article?",Sports
120,classify_question_first,"What label best describes this news article?
Cambodia's king 'has abdicated' Cambodia's King Sihanouk has announced his abdication, his son tells the country's National Assembly.",World
121,classify_with_choices,"US soldier pleads guilty in Iraq abuse case The highest-ranking US Army soldier accused of abusing prisoners at the Abu Ghraib prison in Iraq, has pleaded guilty to five charges. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World
122,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Toxic Algae Bloom Seen Off Washington State Coast An unusually large toxic bloom of algae, which could poison humans and taint shellfish, has been detected in the ocean off the northwest coast of Washington state, oceanographers said on Wednesday.",Sci/Tech
123,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

First contract signed with US companies at Havana Trade Fair US entrepreneurs participating in the Havana Trade Fair are planning to negotiate new sales of cattle and foodstuffs and hope to exceed the one billion dollars in total revenue they have",Business
124,which_section,"Budget ax falls on lunar probe Politics, Texas-style, led to NASA and its shuttle program getting their best treatment in decades from Congressional budget writers. 

Which section of a newspaper would this article likely appear in?",Sci/Tech
125,which_section_choices,"Teen Newsbreak - Getting out the vote A nonpartisan national group is trying to get a record number of voters to the polls this year. By MARK ZALOUDEK. Scientists are unlocking some of the mysteries of the universe as planetary exploration forges ahead on several fronts. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sci/Tech
126,classify,"CA Updates PestPatrol Anti-Spyware Technology Computer Associates (CA) on Monday rolled out new editions of PestPatrol, the anti-spyware technology it picked up in August when it purchased the privately-held Pennsylvania company. 
What label best describes this news article?",Sci/Tech
127,classify_question_first,"What label best describes this news article?
US manufacturing activity picks up, construction surges to record &lt;b&gt;...&lt;/b&gt; US manufacturing activity remained strong in September and construction spending surged to a record high in August, according to a pair of reports issued Friday that provided an optimistic look at the sturdiness of the economy.",Business
128,classify_with_choices,"Cavaliers, Hokies Play Host Akron at No. 12 Virginia &lt;br&gt;   Where:  Scott Stadium, Charlottesville&lt;br&gt;   When:  3 p.m.    Radio:  WTNT-570    Tickets:  Sold out &lt;br&gt;   Another Top QB:  Like North Carolina's Darian Durant last week, Akron quarterback Charlie Frye is the key to his team's slim chances of upsetting the Cavaliers. The 6-foot-4 senior, likened by Virginia Coach Al Groh to recent ACC stars Matt Schaub and Philip Rivers, ranks fourth among active NCAA quarterbacks with 9,048 career passing yards. In losses the past two weeks to Penn State and Middle Tennessee, Frye completed 60 of 80 passes for 622 yards. Weather permitting, he will present a challenge for an inexperienced Virginia secondary that made a few too many errors in deep coverage in its first two games. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sports
129,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Barclays takes look at Absa Barclays said Thursday that it was in  quot;early stage quot; talks about buying control of South Africa #39;s Absa Group for at least \$3 billion in what would be its largest purchase outside Britain.",Business
130,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

IBM Wins Lloyds TSB Network Contract IBM has signed a \$969-million deal to provide DSL-based Internet telephony and data services to Lloyds TSB, one of the largest banks in the UK.",Sci/Tech
131,which_section,"Howard University engineering programs get a boost Industry giants are giving Howard University \$70.6 million in technology to help the school #39;s engineering and science programs. 

Which section of a newspaper would this article likely appear in?",Business
132,which_section_choices,"Nippon Steel to pay double for coal next year Nippon Steel, Japans leading steelmaker, has agreed to pay a record price of more than \$120 per tonne for coking coal from next spring to Australias BHP Billiton Mitsubishi  

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Business
133,classify,"Zarqawis Al-Qaeda Allegiance Intelligence Work: Expert The alleged allegiance of Al-Tawheed wal Jihad group in Iraq to Al-Qaeda network of Osama Bin Laden pledged in an unverified statement  
What label best describes this news article?",World
134,classify_question_first,"What label best describes this news article?
\$10 million space shot A star-spangled rocket plane returned to space yesterday, enabling a team of entrepreneurs to collect a \$10 million prize for developing the first reusable private spacecraft.",Sci/Tech
135,classify_with_choices,"South Korea #39;s police round up striking civil servants SEOUL: South Korea #39;s police detained more than 140 public sector workers for their involvement in an unprecedented illegal strike against a controversial government labor reform bill, officials said. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World
136,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
PA: Gaza to remain occupied land even after disengagement Israel will remain an occupying power in the Gaza Strip even if it carries out the disengagement plan, and should be treated as such, according to a legal document prepared by the Palestinian Authority.",World
137,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

The Unraveling of a Terror Case Spun From Thinnest Threads The wreckage of a Detroit case about a ""sleeper operational combat cell"" reveals that it was built on evidence that has since been undermined.",World
138,which_section,"Having the final say FOXBOROUGH -- The Patriots have won 20 games in a row, and yesterday they tied the NFL record for most consecutive regular-season wins (17). Those are feats that take all the emotion the players can muster week after week. 

Which section of a newspaper would this article likely appear in?",Sports
139,which_section_choices,"PAISLEY #39;S PLAN FOR IRA NORTHERN Ireland could return to self-government next spring, the Rev Ian Paisley #39;s Democratic Unionist Party said last night. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World
140,classify,"Travelers could soon report to work mid-flight NEW YORK - Business travelers will be able to surf the Web securely on long-distance flights by combining services from Boeing Co. 
What label best describes this news article?",Sci/Tech
141,classify_question_first,"What label best describes this news article?
Jerry Rice Reiterates Call for Trade (AP) AP - Jerry Rice was scheduled to meet with Oakland Raiders owner Al Davis on Wednesday night to discuss the receiver's future after he said he wants to be traded.",Sports
142,classify_with_choices,"Marchers demand fair Ukraine poll Tens of thousands march in a tense Kiev in support for the opposition ahead of next weekend's election. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World
143,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Wireless Internet Siemens Sets Wireless Data Speed Record In order to achieve the speed of one gigabit per second, Siemens combined an  quot;intelligent antenna system quot; consisting of three transmitting and four receiving antennas with Orthogonal Frequency Division Multiplexing.",Sci/Tech
144,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Sudan Talks in Nigeria Said Deadlocked (Reuters) Reuters - After two weeks of talks to end the\crisis in Sudan's Darfur region, government and rebel\negotiators remain far apart on key security issues, including\disarming warring factions, rebels and diplomats said on\Monday.",World
145,which_section,"Sybase offers free ASE license for Linux Sybase Inc. is trying to lure businesses seeking low-cost open source DBMS alternatives by offering a free production license for its Adaptive Server Enterprise Express Edition on Linux. 

Which section of a newspaper would this article likely appear in?",Sci/Tech
146,which_section_choices,"Report Alleges Gay Abuse in Jamaica (AP) AP - A report by a watchdog agency alleges widespread abuse against gays in this Caribbean island, known for the slogan ""one love."" 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World
147,classify,"New GuruNet Beta includes Desktop Search New GuruNet Beta includes Desktop Search\\Bob Rosenschein and his team are online with the beta release of a new Gurunet client (ver. 5.2, Windows only). Their useful GuruNet answer/reference tool now includes a desktop search app. We haven't has a chance to try it out yet (we will) but we ... 
What label best describes this news article?",Sci/Tech
148,classify_question_first,"What label best describes this news article?
Schroeder #39;s SPD Routed in Saarland, Far Right Gains German Chancellor Gerhard Schroeder #39;s Social Democrats slumped to their worst result in 44 years in the western state of Saarland on Sunday as voters punished the party for its painful economic reforms.",World
149,classify_with_choices,"China Resources To Issue 57.97M Shrs For Supermarket Buys HONG KONG (Dow Jones)--China Resources Enterprise Ltd. (0291.HK) said it will issue 57.97 million new shares to its parent China Resources (Holdings) Co. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Business
