id,prompt_name,input,target
50,general_qa,Why do people like cats?,"Cats are very popular pets. Many people have cats. In fact, some will argue that cats are a better pet than a dog. Cats often bond with their favorite human and provide companionship and love. When a cat purrs, it releases endorphins in the cat, and that can also help calm a human and help them release endorphins, too. Cats are independent and sometimes aloof, which may be a deterrent to humans who haven't been around cats much, but they generally warm up and will be a great friend."
51,summarization,"How do you make wine?

Context:
Winemaking (also wine making) or vinification is the production of wine, starting with the selection of the fruit, its fermentation into alcohol, and the bottling of the finished liquid. The history of wine-making stretches over millennia. The science of wine and winemaking is known as oenology. A winemaker may also be called a vintner. The growing of grapes is viticulture and there are many varieties of grapes.

Winemaking can be divided into two general categories: still wine production (without carbonation) and sparkling wine production (with carbonation – natural or injected). Red wine, white wine, and rosé are the other main categories. Although most wine is made from grapes, it may also be made from other plants. (See fruit wine.) Other similar light alcoholic drinks (as opposed to beer or spirits) include mead, made by fermenting honey and water, cider (""apple cider""), made by fermenting the juice of apples, and perry (""pear cider""), made by fermenting the juice of pears, and kumis, made of fermented mare's milk.","Winemaking is the process of using fruit for fermentation into alcohol. The science of winemaking is called enology. There are two general types of wine production: still wine and sparkling wine. The three categories of wine are red, white, and rose. Most wine is made from grapes but others can include apples, pears, and honey."
52,brainstorming,What ingredients do i need to make sour dough bread,"Main ingredient is sour dough starter. You also need flour, water and salt."
53,creative_writing,"Describe how social media can help companies make better business decisions. What social media data can be collected to aid in business decisions? List four pieces of social media data (e.g., Twitter mentions and the number of retweets would be counted as two pieces).","With 60% of the world’s population on social media, it presents an excellent opportunity for brands to reach and influence their consumers. The brands are already exploiting and interacting with consumers by leveraging social media as a channel. 
  
Social media is a treasure trove of information for brands. Brands can leverage social media to collect the data below to help them improve their business and overall operations. 

Customer feedback and complaints 

Brands can monitor social media to connect with customers and watch customer feedback and complaints. See the below example of how Target engages with its customer via Twitter. 

Find influential users to promote the brand 

 Brands can find influential users in a specific segment, understand the industry pulse, and partner with significant users to promote their brand—an example of influential Instagram users per industry segment. 

Consumer trends 

The information on social media is diverse and includes most of the markets and audience segments. This presents an excellent opportunity for the brands to mine the data and detect and predict consumer trends for product development. 

Gauge sentiment around the brand 

Brands can leverage the product/brand mentions in social media via the social media API and sentiment analysis services like Google NLP to detect sentiment for PR activities."
54,open_qa,What are some common descriptive statistics?,"mean, median, range, count, sum, percentage, percentiles, standard deviation, variance"
55,general_qa,What do you think: can we release this without a UI and add that later? Can we release it as GA without a UI?,"I think we're better off releasing it as an update to. the public preview if we aren't going to have a UI. And the API needs to be very well documented. If we do release it as GA without a UI, we should definitely message to customers that a UI is coming (although not promise a time frame or ETA)."
56,information_extraction,"Who was the first actor to play the Joker on the Batman television series?

Context:
César Julio Romero Jr. (February 15, 1907 – January 1, 1994) was an American actor and activist. He was active in film, radio, and television for almost sixty years.

His wide range of screen roles included Latin lovers, historical figures in costume dramas, characters in light domestic comedies, and the Joker on the Batman television series, which was included in TV Guide's 2013 list of The 60 Nastiest Villains of All Time. He was the first actor to play the character.",César Julio Romero Jr. played was the first actor to play the Joker.
57,classification,"Which of these animals can be pets? Wolf, dog, rabbit, squirrel, cat, lion.","While most animals can be domesticated, dogs, rabbits and cats are common pets."
58,open_qa,Who was the first person to do spacewalk?,"Alexei Leonov, a soviet cosmonaut was the first person to do spacewalk"
59,information_extraction,"Who is Doom Guy?

Context:
The Doomguy (also spelt Doom Guy, as well as referred to as the Doom Marine, Doom Slayer or just the Slayer in Doom (2016) and Doom Eternal) is a fictional character and the protagonist of the Doom video game franchise of first-person shooters created by id Software. He was created by American video game designer John Romero. He was introduced as the player character in the original 1993 video game Doom. Within the Doom series, Doomguy is a demon hunter space marine dressed in green combat armor who rarely speaks onscreen, and his personality and backstory were intentionally vague to reinforce his role as a player avatar. In Doom Eternal, he is voiced by American voice actor Matthew Waterson, while Jason Kelley voices the character in that game's downloadable content The Ancient Gods: Part Two. He has appeared in several other games developed by id Software, including Quake Champions and Quake III Arena.",Doom Guy was created by John Romero as the fictional protagonist of the Doom video game. In the game he is a demon hunter space marine dressed in green combat armor.
60,closed_qa,"Why was the movie The Happytime Murders given such bad reviews if it was award winning?

Context:
The Happytime Murders was released on August 24, 2018, by STXfilms. It received mostly negative reviews from critics for its humor, performances and story, though the puppetry received praise. The film was a box-office bomb, grossing $27.5 million worldwide against a $40–47 million budget. The film received six nominations at the 39th Golden Raspberry Awards, including Worst Picture, and Worst Actress for McCarthy who won that award.","The Golden Raspberry Awards, also known as the Razzies, is a parody award show. They celebrate the failures in cinema. Their tagline is ""Own Your Bad"" and often celebrities that are nominated for a Razzie take it in jest. Sometimes the roles or categories a movie is nominated in the Razzies are also nominated for Oscars or other acclaimed awards. The Happytime Murders film, however, was only nominated for parody awards such as the Razzies."
61,general_qa,Why did the US join WW2?,"The Japanese attack on Pearl Harbor on December 7, 1941, ended the debate over American intervention in both the Pacific and European theaters of World War II. The day after the attack, Congress declared war on Imperial Japan with only a single dissenting vote. Germany and Italy— Japan’s allies—responded by declaring war against the United States. Faced with these realities and incensed by the attack on Pearl Harbor, everyday Americans enthusiastically supported the war effort. Isolation was no longer an option."
62,classification,"Select the odd word from this list and explain why you chose it.
Larch
Elm
Oak
Yew
Rhododendron","Rhododendron is the odd word from this list. Larch, Elm, Oak and Yew are all examples of trees, whereas the Rhododendron is a flower."
63,information_extraction,"From the passage provided, extract the names and published work of the early economists. Identify the name and then the published work separated with a dash. Separate the name and published works pairs with a semi-colon.

Context:
At the dawn as a social science, economics was defined and discussed at length as the study of production, distribution, and consumption of wealth by Jean-Baptiste Say in his Treatise on Political Economy or, The Production, Distribution, and Consumption of Wealth (1803). These three items are considered by the science only in relation to the increase or diminution of wealth, and not in reference to their processes of execution. Say's definition has prevailed up to our time, saved by substituting the word ""wealth"" for ""goods and services"" meaning that wealth may include non-material objects as well. One hundred and thirty years later, Lionel Robbins noticed that this definition no longer sufficed, because many economists were making theoretical and philosophical inroads in other areas of human activity. In his Essay on the Nature and Significance of Economic Science, he proposed a definition of economics as a study of a particular aspect of human behaviour, the one that falls under the influence of scarcity, which forces people to choose, allocate scarce resources to competing ends, and economize (seeking the greatest welfare while avoiding the wasting of scarce resources). For Robbins, the insufficiency was solved, and his definition allows us to proclaim, with an easy conscience, education economics, safety and security economics, health economics, war economics, and of course, production, distribution and consumption economics as valid subjects of the economic science."" Citing Robbins: ""Economics is the science which studies human behavior as a relationship between ends and scarce means which have alternative uses"". After discussing it for decades, Robbins' definition became widely accepted by mainstream economists, and it has opened way into current textbooks. Although far from unanimous, most mainstream economists would accept some version of Robbins' definition, even though many have raised serious objections to the scope and method of economics, emanating from that definition. Due to the lack of strong consensus, and that production, distribution and consumption of goods and services is the prime area of study of economics, the old definition still stands in many quarters.","Jean-Baptiste Say - Treatise on Political Economy or, The Production, Distribution, and Consumption of Wealth;  Lionel Robbins - Essay on the Nature and Significance of Economic Science"
64,general_qa,"What are the top 5 places to eat while visiting Milwaukee, Wisconsin?","Milwaukee is a great destination for foodies, it has some iconic eating places which are a must for any new visitor. 1. Kopps Custard: This places serves the best custard in tri-state region and a must have while in milwaukee. They also serve great burgers and sandwiches. 2. Collectivo Coffee - This is a local coffee shop situated on the Michigan Lake shore in an old pump house converted into a coffee shop. The ambiance, coffee, and food make it a great spot to relax and read a book. 3. Maders: This is probably the most famous restaurant of milwaukee serving authentic German food 4. Cafe Hollander: This is great place to taste different kinds of beers and their food is also very eclectic 5. Zaffiro's Pizza: If you are in the mood for some pizza don't forget to stop by Zaffiro's"
65,general_qa,When should I take a medication?,"Knowing when to take a medication requires understanding what kind of medication it is, who is taking it, and what kinds of pre-existing conditions they have that may interact with the medication.  Therefore, in this case it is best to consult with your doctor."
66,general_qa,Why is Arsenal FC a great football club?,"Arsenal is one of the greatest football clubs in the world for many reasons. First of all, it has one of the largest global fanbases from all continents on the globe. The fan base headcount is within the top 10 of all existing sports teams. It has been one of the most successful clubs in terms of winning silverware, with 13 league titles and 14 FA cups to its name. It has a rich history of having international players that go on to become some of the greatest players in football/soccer history. The club is also located in the heart of London, making it a popular team for people from all around the world to come and visit. It has one of the best stadiums in Europe, Emirates Stadium, that can seat 65,000+ attendants and has an incredible atmosphere on game day."
67,information_extraction,"Who started Belu?

Context:
Belu was founded in 2004 by film maker Reed Paget as a bottled water business with an aim to be an environmentally friendly alternative to other beverages on the market. Before launching Belu, Paget was a keen environmentalist in business communities, encouraging others in the drinks industry to consider the environmental impact of sourcing, manufacturing and packaging. Early stage investors in Belu included Body Shop co-founder Gordon Roddick, environmentalist Ben Goldsmith and hedge fund manager, Chris Cooper-Hohn",Reed Paget founded Belu in 2004.
68,classification,"Which of these books were written by James Michener and which were written by Ian McEwan: Tales of the South Pacific, Saturday, Atonement, The Children Act, Hawaii, Texas, On Chesil Beach, and Alaska.","The books by James Michener are Tales of the South Pacific, Hawaii, Texas, and Alaska, and Ian McEwan wrote Saturday, Atonement, The Children Act, and On Chesil Beach."
69,information_extraction,"How did Uzunkum become a lovely sandy-beach park in Turkey?

Context:
Uzunkum Nature Park (Turkish: Uzunkum Tabiat Parkı) is a nature park declared coastal area in Kocaeli Province, northwestern Turkey. Uzunkum, literally long sandy beach, is located at Black Sea east of Cebeci village in Kandıra district of Kocaeli Province. The area was declared a nature park by the Ministry of Environment and Forest in 2014. The nature park consists of the parts, the sandy beach in the north and forested hillside. It covers an area of 235 ha (580 acres).",Uzunkum was designated as a nature park in 2014 by Turkey's Ministry of Environment and Forest.
70,closed_qa,"In the summary below of episode 158 of the series Black Clover, how did the Spade army lose?

Context:
Ralph continues trying to cross the border. The Spade army begins crossing the border in a mechanized citadel called Candelo powered by siphoning magic from Spade commoners. Asta, who has grown even stronger and can now fly astride his demon slayer sword, flies to Candelo where he is enraged to see Spade Knights siphoning prisoners to death. Asta confronts Candelo’s commander who reveals he is also the vessel for a devil. He poisons Asta with poison magic but Asta easily absorbs the poison into the demon destroyer sword and furiously cuts the citadel in half, defeating the captain in a single blow. The Bulls arrive and Mimosa helps the prisoners recover. Noelle reveals Luck and Leopold were sent to destroy the Spade base near to the prisoner’s village. Realising they get to return home safely the prisoners reveal the Spade kingdom is ruled by the Dark Triad, each possessed by a powerful devil, and their followers the Dark Disciples who draw demonic power from the Triad. The Triad, siblings Dante, Vanica and Zenon Zogratis, consider the loss of Candelo trivial when they are close to their goal for which they only need capture two Arcane Stage mages. Ralph finally crosses the border and collapses by Hage Church where Sister Lily finds him calling out for “Prince Yuno”.","Asta countered the Spade Kingdom's commandor's poison attack with the demon destroyer sword, then cut the attacking citadel in half, defeating the captain in a single blow."
71,summarization,"Please give me a short bulleted list of the top achievements John Wooden had as a coach for the UCLA men's basketball team.

Context:
In the 1948–1949 season, Wooden was hired by the University of California, Los Angeles, to be the fourth basketball coach in the school's history. He succeeded Fred Cozens, Caddy Works, and Wilbur Johns; Johns became the school's athletic director. Wooden signed a three-year contract for $6,000 in the first year. Prior to being hired at UCLA, he had been pursued for the head coaching position at the University of Minnesota, and it was his and his wife's desire to remain in the Midwest, but inclement weather in Minnesota prevented Wooden from receiving the scheduled phone offer from the Golden Gophers. Thinking that they had lost interest, Wooden instead accepted the head coaching job with the Bruins. Officials from the University of Minnesota contacted Wooden immediately after he accepted the position at UCLA, but he declined their offer because he had already given his word to UCLA.

Wooden had immediate success, fashioning the mark of the rarest of coaches, an ""instant turnaround"" for an undistinguished, faltering program. Part of this success was due to his unique offensive system, the same system that countless coaches use today. John Wooden stated, ""I believe my system is perfectly suited to counter all the modern defenses I have seen, and that includes run-and-jump, 1–3–1 trapping, box-and-one, triangle-and-two, and switching man-to-man.""

Prior to Wooden's arrival at UCLA, the basketball program had only had two conference championship seasons in the previous 18 years. In his first season, he took a Bruins team that had posted a 12–13 record the previous year and transformed it into a Pacific Coast Conference (PCC) Southern Division champion with a 22–7 record, the most wins in a season for UCLA since the school started playing basketball in 1919. He surpassed that number the next season with 24–7 and a second division title and overall conference title in 1950, and would add two more in his first four years. Up to that time, UCLA had collected a total of two division titles since the PCC began divisional play, and had not won a conference title of any sort since winning the Southern California Intercollegiate Athletic Conference in 1927.


Wooden in 1960
In spite of these achievements, Wooden reportedly did not initially enjoy his position, and his wife did not favor living in Los Angeles. When Mel Taube left Purdue in 1950, Wooden's inclination was to return to West Lafayette and finally accept the head coaching job there. He was ultimately dissuaded when UCLA officials reminded him that it was he who had insisted upon a three-year commitment during negotiations in 1948. Wooden felt that leaving UCLA prior to the expiration of his contract would be tantamount to breaking his word, even though Purdue offered more money, a car and housing.

By the 1955–56 season, Wooden had established a record of sustained success at UCLA. That year, he guided the team to its first undefeated PCC conference title and a 17-game winning streak that came to an end only at the hands of Phil Woolpert's University of San Francisco team (who had Bill Russell and K.C. Jones) that eventually won the 1956 NCAA tournament. However, UCLA was unable to advance from this level over the immediately ensuing seasons, finding itself unable to return to the NCAA Tournament, as the Pete Newell-coached teams of the California Golden Bears took control of the conference and won the 1959 NCAA tournament. Also hampering the fortunes of Wooden's team during that time period was a probation that was imposed on all UCLA sports teams in the aftermath of a scandal that involved illegal payments made to players on the school's football team. The probation was also extended to three additional schools: the University of Southern California, California and Stanford. The scandal resulted in the dismantling of the PCC conference.

By the 1961–1962 season, the probation was no longer in place and Wooden returned his team to the top of the conference. This time, however, they would take the next step, and in so doing, unleash a run of dominance unparalleled in the history of college basketball. UCLA reached the Final Four of the NCAA tournament for the first time in school history. A narrow loss, due largely to a controversial foul call in a 1962 semi-final game against Ed Jucker's eventual national champion Cincinnati team, convinced Wooden that his Bruins were ready to contend for national championships. Two seasons later in 1964, the final piece of the puzzle fell into place when assistant coach Jerry Norman persuaded Wooden that the team's small-sized players and fast-paced offense would be complemented by the adoption of a zone press defense, which increased the probability of turnovers by the opposing team. The result was a dramatic increase in scoring, giving UCLA a powerhouse team that went 30–0 on its way to the school's first basketball national championship and first undefeated season as the Bruins beat Vic Bubas' taller and slower racially segregated Duke team 98–83 in the final. Walt Hazzard fouled out of the game late in the second half on a player control foul, but this was irrelevant when he cut down the net in celebration and was named tournament most valuable player. Gail Goodrich, Keith Erickson, Fred Slaughter, and Jack Hirsch contributed to the UCLA win. With no player taller than 6 feet, 5 inches, the Bruins' speed and zone press forced 29 turnovers and nullified the height advantage of Duke's Hack Tison and Jay Buckley, two 6-foot, 10-inch players.

In the 1964-1965 campaign, the defending NCAA champions got off to an ominous start when UCLA lost to Illinois by 27 points in its opening game. It was all uphill after that as the squad repeated as national champions with Gail Goodrich, Kenny Washington, and Doug McIntosh. The Bruins upended Dave Strack's Michigan team 91–80 in the finals of the NCAA tournament. Goodrich shared Player of the Year honors with Princeton's Bill Bradley. The 1966 squad was denied a chance at a triple crown when it finished second to Oregon State in the Athletic Association of Western Universities (now the Pac-12). UCLA was ineligible to play in the NCAA tournament that year because in those days only conference champions received a bid to the tournament. The Bruins' 1967 incarnation returned with a vengeance with sophomore star Alcindor, reclaiming not only the conference title, but the national crown with another 30–0 season, and then retaining it every season but one until Wooden's retirement immediately following the 1975 NCAA championship.

The resurgence of the Bruins under Wooden made it obvious that they needed a new home. Since 1932, the Bruins had played at the Men's Gym. It normally seated 2,400, but had been limited to 1,500 since 1955 by order of the city fire marshal. This forced the Bruins to move games to Pan Pacific Auditorium, the Los Angeles Memorial Sports Arena and other venues around Los Angeles when they were expected to attract larger crowds—something that happened fairly often after the Bruins' first national title. At Wooden's urging, a much larger on-campus facility, Pauley Pavilion, was built in time for the 1965–66 season. The building in Westwood was christened on November 27, 1965, in a special game that pitted the UCLA varsity against the UCLA freshmen. It was Lew Alcindor's (later Kareem Abdul-Jabbar) freshman season (freshmen were ineligible to play on the varsity in those days). UCLA was the defending national champion and ranked number 1 in the pre-season poll. The freshmen easily won the game by a score of 75–60. It was a powerful indication of things to come.

A rule change was instituted for the 1967–1968 season, primarily because of Alcindor's towering play near the basket. The dunk shot was outlawed and would not be reinstated until the 1976–1977 season, which was shortly after Wooden's retirement. This was at least the second time that the rules committee had initiated change in response to the domination of a superstar player; in 1944, the goaltending rule was instituted to counter George Mikan's dominant defensive play near the basket. In January, UCLA took its 47-game winning streak to the Astrodome in Houston, where the Bruins met Guy Lewis' Houston squad, who had Elvin Hayes and Ken Spain, in the Game of the Century in the nation's first nationally televised regular season college basketball game. Houston upset UCLA 71–69, as Hayes scored 39 points. In a post-game interview, Wooden said, ""We have to start over."" UCLA went undefeated the rest of the year and thrashed Houston 101–69 in the semi-final rematch of the NCAA tournament en route to the national championship. Sports Illustrated ran the front cover headline Lew's Revenge. The rout of Houston. UCLA limited Hayes to only 10 points; he had been averaging 37.7 points per game. Wooden credited Norman for devising the diamond-and-one defense that contained Hayes. The Game of the Century is also remembered for an incident involving Wooden and Edgar Lacy. Lacy was ineffective on defense against Elvin Hayes, and Wooden benched him after 11 minutes. Lacy never re-entered the game. Furious with Wooden, Lacy quit the team three days later, telling the Los Angeles Times ""I've never enjoyed playing for that man."" UCLA's talent during the 1968 NCAA tournament was so overwhelming that they placed four players on the All-Tournament team. In addition to Alcindor, Lucius Allen, Mike Warren, and ""Lefty"" Lynn Shackelford were given accolades. Kenny Heitz was also a member of UCLA's 1968 team.

Lew Alcindor finished his career at UCLA in 1969 with a third consecutive national championship when the Bruins beat George King's Purdue team 92–72 in the title game. The three straight titles were matched by three consecutive MVP awards in the tournament as Alcindor established himself as college basketball's superstar during the three-peat performance. Alcindor and Wooden would continue their communication even after he left UCLA. In 2017, Jabbar wrote a book, ""Coach Wooden and Me"", which details their long-standing friendship.

A sportswriter commented that everybody outside of UCLA would be happy that glorious day in June when Alcindor finally graduated and college basketball could go back to the routine method of determining a national champion. This prophecy would prove to be ludicrous over the next six years. The 1970 squad proved that nobody was indispensable to the success of the UCLA program, not even Alcindor, as Sidney Wicks, Henry Bibby, Curtis Rowe, John Vallely, and Kenny Booker carried the Bruins to their fourth consecutive NCAA title with an 80–69 win over upstart Jacksonville, coached by Joe Williams. Wicks and Rowe double teamed 7-foot Artis Gilmore on defense and shut down the high-powered Jacksonville offense, which had been averaging 100 points per game. Gilmore and 5'10"" Rex Morgan had been dubbed ""Batman and Robin"" by the press.

In the 1971 NCAA championship game, Steve Patterson outscored Howard Porter of Jack Kraft's scandal-plagued Villanova squad as UCLA won 68–62. The following year, UCLA had its closest game in all of Wooden's 10 championships, beating Hugh Durham's Florida State team 81–76 to take the 1972 title. After the game, Bill Walton said, ""We didn't play well.""


Wooden with Digger Phelps in 1973, after UCLA beat Notre Dame for their NCAA-record 61st straight win
The 1972–1973 season was one of the most memorable campaigns in the history of UCLA basketball. Freshmen became eligible to play varsity ball again, and the Bruins went 30–0 and stretched their winning streak to a record 75 straight in breezing through the NCAA tournament by blowing out Gene Bartow's Memphis State team 87–66 in the final, as Bill Walton hit an incredible 21 of 22 field goal attempts. Walton and Wooden were everybody's Player and Coach of the Year again. Keith Wilkes, Greg Lee, and Larry Hollyfield were members of that team, and Wilkes would go on to win four NBA championships as well.

UCLA's two big streaks came to an end during the 1973–1974 season. In January, the winning streak stopped at 88 games when Digger Phelps's Notre Dame squad upended the Bruins 71–70 in South Bend. Two months later, Norm Sloan's North Carolina State team defeated UCLA 80–77 in double overtime in the semifinals of the NCAA tournament. David Thompson was NC State's All-American, and Tom Burleson did an excellent job on defense against Bill Walton. UCLA had beaten the Wolfpack by 18 points early in the season, but things were different when they met in March.

Wooden coached what would prove to be his final game in Pauley Pavilion on March 1, 1975, a 93–59 victory over Stanford. Four weeks later, following a 75–74 overtime victory over former player and former assistant coach Denny Crum and Louisville in the 1975 NCAA Tournament semifinal game, Wooden announced that he would retire at age 64 immediately after the championship game. His legendary coaching career concluded triumphantly when Richard Washington and David Meyers combined for 52 points as UCLA responded with a 92–85 win over Joe B. Hall and Kentucky to claim Wooden's first career coaching victory over the Wildcats and his unprecedented 10th national championship. Marques Johnson and Andre McCarter were also key contributors on Wooden's final championship team. The success of Wooden's last team was particularly impressive because it had no marquee stars such as Alcindor, Walton, Hazzard, and Goodrich; the team was a group of rugged opportunists.

Andy Hill, who was on three Bruin teams under Wooden that won NCAA championships from 1970 to 1972, decades later co-wrote with Wooden the 2001 book Be Quick—But Don't Hurry! Finding Success in the Teachings of a Lifetime. The bestseller details how Hill applied his experience as a player under Wooden to achieve success in his career as a television executive. His goal was to demonstrate the relevance of Wooden's coaching style to the business world. The book also delves into his personal relationship with Wooden as his coach and mentor.

In 2004, a 93-year-old Wooden stated that he would not mind coming back as an assistant who could help players with practices and other light duties.

During his tenure with the Bruins, Wooden became known as the ""Wizard of Westwood"", though he personally disdained the nickname. He gained lasting fame with UCLA by winning 620 games in 27 seasons and 10 NCAA titles during his last 12 seasons, including seven in a row from 1967 to 1973. His UCLA teams also established an NCAA men's basketball record winning streak of 88 games and four perfect 30–0 seasons. They also won 38 straight games in NCAA tournaments and 98 straight home wins at Pauley Pavilion.

""He never made more than $35,000 a year salary (not including camps and speaking engagements), including 1975, the year he won his 10th national championship, and never asked for a raise"", wrote Rick Reilly of ESPN. He was given a Bruin powder blue Mercedes that season as a retirement gift. According to his own writings, Wooden turned down an offer to coach the Los Angeles Lakers from owner Jack Kent Cooke that may have been ten times what UCLA was paying him.","John Wooden had 620 wins with the Bruins, John Wooden led his team to 10 NCAA championships, His teams had four perfect winning seasons and had multiple record-setting winning streaks, John Wooden uplifted the program to be a league leader, He became known at the ""Wizard of Westwood"""
72,classification,"Classify each of the following as either a country or a city: Sweden, France, Paris, Bali, Rotterdam, Seville, India, San Fransisco, Amritsar, Portugal","Countries: Sweden, France, India, Portugal
Cities: Paris, Bali, Rotterdam,Seville,San Fransisco, Amritsar"
73,brainstorming,Give me a list of the top six premier league football clubs,"While clubs participating in the Premier League table can end in different positions in each season, the historical top six, known commonly as the ""Big Six"", have been:

- Arsenal
- Chelsea
- Liverpool
- Manchester City
- Manchester United
- Tottenham 

These are considered the top six clubs due to their consistency and success within the Premier League and continental competitions like the UEFA Champions League and the UEFA Europa League."
74,summarization,"What was the united Arab republic?

Context:
In 1958, Egypt and Syria formed a sovereign union known as the United Arab Republic. The union was short-lived, ending in 1961 when Syria seceded, thus ending the union. During most of its existence, the United Arab Republic was also in a loose confederation with North Yemen (or the Mutawakkilite Kingdom of Yemen), known as the United Arab States. In 1959, the All-Palestine Government of the Gaza Strip, an Egyptian client state, was absorbed into the United Arab Republic under the pretext of Arab union, and was never restored. The Arab Socialist Union, a new nasserist state-party was founded in 1962.",The United Arab Republic was formed in 1958 as a sovereign union by Egypt and Syria. Later in 1959 Gaza was part of the republic but it only lasted till 1961 when Syria seceded.
75,open_qa,What years did World War II take place?,World War II took place from 1939 to 1945.
76,classification,"Classify each of the following as either Mexican food or Vietnamese food: pho, tacos, spring rolls, bun bo hue, burritos, frijoles, banh mi, nachos","Vietnamese food: pho, spring rolls, bun bo hue, banh mi
Mexican food: tacos, burritos, frijoles, nachos"
77,creative_writing,Write a tribute to my high school swim coach.,"I’ve known Coach for most of my life, growing up in town and spending time with her family as a kid. But it wasn’t until I went to high school and joined the swim team that Coach's role in my life grew and she became more than a parent or even a coach, but an advocate and role model.

Coach left a lasting, positive impact on so many of us. Pushing us not only to be better swimmers, but to be humble leaders and stronger, more confident adults. 

Even though I would never be a star swimmer or D1 athlete, I never felt discouraged by Coach or anyone on her coaching staff. Quite the opposite: I threw myself into swimming. We all pushed ourselves to be the best we could be, we cheered as loud as we could on the sidelines, and no one passed up an opportunity to support the team or attend a team outing. Because Coach didn’t just build teams of champion swimmers, she built a community. I’m still close to many of my teammates — some remain my closest friends. That’s because swimming is more than a sport at our school, it’s a family. And Coach is and (in my mind) always will be the matriarch."
78,information_extraction,"As per the passage whose works did Narendranath study?

Context:
In 1871, at the age of eight, Narendranath enrolled at Ishwar Chandra Vidyasagar's Metropolitan Institution, where he went to school until his family moved to Raipur in 1877. In 1879, after his family's return to Calcutta, he was the only student to receive first-division marks in the Presidency College entrance examination.  He was an avid reader in a wide range of subjects, including philosophy, religion, history, social science, art and literature. He was also interested in Hindu scriptures, including the Vedas, the Upanishads, the Bhagavad Gita, the Ramayana, the Mahabharata and the Puranas. Narendra was trained in Indian classical music, and regularly participated in physical exercise, sports and organised activities. Narendra studied Western logic, Western philosophy and European history at the General Assembly's Institution (now known as the Scottish Church College). In 1881, he passed the Fine Arts examination, and completed a Bachelor of Arts degree in 1884. Narendra studied the works of David Hume, Immanuel Kant, Johann Gottlieb Fichte, Baruch Spinoza, Georg W. F. Hegel, Arthur Schopenhauer, Auguste Comte, John Stuart Mill and Charles Darwin. He became fascinated with the evolutionism of Herbert Spencer and corresponded with him, translating Herbert Spencer's book Education (1861) into Bengali. While studying Western philosophers, he also learned Sanskrit scriptures and Bengali literature.","David Hume, Immanuel Kant, Johann Gottlieb Fichte, Baruch Spinoza, Georg W. F. Hegel, Arthur Schopenhauer, Auguste Comte, John Stuart Mill and Charles Darwin."
79,open_qa,"Fissures, vents, and plugs are all associated with which geological feature?",Volcanos.
80,information_extraction,"Extract the names of the cities and rank them in alphabetical order?

Context:
The United Kingdom is a constitutional monarchy and parliamentary democracy. Its capital and largest city is London, the capital of England, a global city and financial centre with a population of over 14 million people. Edinburgh, Cardiff and Belfast are the national capitals of Scotland, Wales and Northern Ireland respectively.","The cities listed in alphabetical order are Belfast, Cardiff, Edinburgh and London."
81,closed_qa,"Given this paragraph about Saffron, where does this name originally come from?

Context:
A degree of uncertainty surrounds the origin of the English word ""saffron"". It might stem from the 12th-century Old French term safran, which comes from the Latin word safranum, from the Arabic (زَعْفَرَان), za'farān, which comes from the Persian word zarparan meaning ""gold strung"" (implying either the golden stamens of the flower or the golden color it creates when used as flavor).",It comes from the Persian word zarparan
82,open_qa,Which TV Show is about a zip code in Beverly Hills?,90210
83,general_qa,What are 3 things to consider when picking a mountain to ski at?,"Here are 3 things you should consider when picking a mountain visit: 
* Skill level - some mountains have runs that are better suited toward beginners or experts.
* Conditions - some mountains might have gotten better or worse snow throughout the season. Weather can vary widely as well on any given day, so be sure to check ahead of time. 
* Budget - the prices of ski lift tickets and ski gear can vary widely, check to see if each mountain fits your criteria to have a good day on the slopes."
84,open_qa,"Who were the children of the legendary Garth Greenhand, the High King of the First Men in the series A Song of Ice and Fire?","Garth the Gardener, John the Oak, Gilbert of the Vines, Brandon of the Bloody Blade, Foss the Archer, Owen Oakenshield, Harlon the Hunter, Herndon of the Horn, Bors the Breaker, Florys the Fox, Maris the Maid, Rose of the Red Lake, Ellyn Ever Sweet, Rowan Gold-Tree"
85,open_qa,Who composed The Planets suit (both names),Gustav Holst
86,open_qa,"In the series A Song of Ice and Fire, who is the founder of House Beesbury?","Ellyn Ever Sweet was the mother of House Beesbury and purported to be the daughter of Garth Greenhand. Her brother, Garth the Gardener, founded House Gardener"
