id,prompt_name,input,target,source
140,given_a_choice_of_categories ,"Policybazaar India -  Policybazaar is an Indian online life insurance and general insurance comparison portal. Policybazaar.com is today India’s most prominent[citation needed] online life and general insurance comparison. Plociybazaar.com is not a web aggregator as per the definition of the regulator: list of approved web aggregators. This means that Policybazaar.com can act only as a comparison site but cannot be used for purchase of insurance policies directly. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Company,dbpedia_14
141,given_a_choice_of_categories ,"Providence Christian College -  Providence Christian College is a WASC accredited four-year liberal arts college in Pasadena California. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution,dbpedia_14
142,given_a_list_of_category_what_does_the_title_belong_to,"""Thalatta"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal,dbpedia_14
143,given_a_choice_of_categories ,"Fear of Flying (novel) -  Fear of Flying is a 1973 novel by Erica Jong which became famously controversial for its attitudes towards female sexuality and figured in the development of second-wave feminism.The novel is written in the first person: narrated by its protagonist Isadora Zelda White Stollerman Wing a 29-year-old poet who has published two books of poetry. On a trip to Vienna with her second husband Isadora decides to indulge her sexual fantasies with another man. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork,dbpedia_14
144,given_a_list_of_category_what_does_the_title_belong_to,"""John Willock Noble"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",OfficeHolder,dbpedia_14
145,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Thirteenth Anniversary Show -  The Thirteenth Anniversary tour was a triumph both financially and critically for the Residents. It was also the last time Snakefinger would work with them as he died of a heart attack in 1987. The official album release of The Thirteenth Anniversary Show in 1987 was a recording of the show in Japan.",Album,dbpedia_14
146,given_a_choice_of_categories ,"Sechereș River -  The Sechereș River (in Hungarian Szekeres) is a tributary of the Crucea River in Romania Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace,dbpedia_14
147,given_a_choice_of_categories ,"Andrea Tafi (cyclist) -  Andrea Tafi (born 7 May 1966 in Fucecchio) is an Italian former road bicycle racer who retired from his professional career in 2005. Tafi's propensity to perform best in the harder races earned him the nickname Il Gladiatore (The Gladiator).He specialized in the cobbled Spring Classics such as Paris–Roubaix which he won in 1999 and Tour of Flanders which he won in 2002. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Athlete,dbpedia_14
148,given_a_choice_of_categories ,"Bank of the Southwest Tower -  The Bank of the Southwest Tower was a proposed building located in Houston Texas at 1404 ft tall. It would have been second tallest building in North America after the Willis Tower in Chicago.[citation needed] With an estimated construction cost of $350–400 million the project was cancelled before construction commenced due to lack of funds during the economic downturn.The design created by architect Helmut Jahn of Murphy/Jahn Inc. Architects was the winner of a design competition in 1982. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Building,dbpedia_14
149,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Warrens of Virginia (1915 film) -  The Warrens of Virginia is a 1915 American drama film directed by Cecil B. DeMille. Prints of the film survive.",Film,dbpedia_14
150,given_a_choice_of_categories ,"The Best Years of Our Lives (Neil Diamond album) -  For other uses see The Best Years of Our Lives (disambiguation)The Best Years of Our Lives is the eighteenth studio album by Neil Diamond. It was released by Columbia Records in 1988 and reached number 46 on the Billboard 200 chart number 42 on the UK album chart and number 92 on the Australian chart.The album was certified gold by the RIAA on February 16 1989. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Album,dbpedia_14
151,given_list_what_category_does_the_paragraph_belong_to,"Baron Dániel Bánffy de Losoncz (18 September 1893 – 7 April 1955) was a Hungarian politician who served as Minister of Agriculture between 1940 and 1944. His grandfather was Baron Dezső Bánffy who functioned as Speaker of the House of Representatives and Prime Minister.He farmed in his possessions in Transylvania from 1917 until 1940. In August 1940 the second Vienna Award granted the Northern Transylvania to Hungary. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",OfficeHolder,dbpedia_14
152,given_list_what_category_does_the_paragraph_belong_to,"Francis Payne is an Australian writer of speculative fiction. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
153,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Café Magazine -  Café Magazine is a monthly Swedish men's magazine focused on fashion style and culture including articles on food movies fitness sex music travel sports technology and books. The magazine is comparable to U.S. publications such as Esquire and GQ.",WrittenWork,dbpedia_14
154,given_list_what_category_does_the_paragraph_belong_to,"The Avro 626 is a single-engined British biplane trainer aircraft produced by Avro during the inter war period. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",MeanOfTransportation,dbpedia_14
155,given_a_choice_of_categories ,"Celtis planchoniana -  Celtis planchoniana is a deciduous tree in the Celtis genus native to parts of eastern Europe and western Asia. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant,dbpedia_14
156,given_list_what_category_does_the_paragraph_belong_to,"Schwartziella puncticulata is a species of minute sea snail a marine gastropod mollusk or micromollusk in the family Rissoinidae. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Animal,dbpedia_14
157,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Jonathan Fritzén -  Jonathan Fritzen (born October 11 1982) is a contemporary jazz pianist and multi-instrumentalist.",Artist,dbpedia_14
158,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Ladina -  Ladina is a village in Croatia. It is connected by the D26 highway.",Village,dbpedia_14
159,given_list_what_category_does_the_paragraph_belong_to,"The Fraternal Hall at 2nd and Chestnut Sts. in Kimball Nebraska was built in 1903-04. It includes Classical Revival architecture. It is now operated as Plains Historical Museum.The building was listed on the National Register of Historic Places in 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building,dbpedia_14
160,given_a_list_of_category_what_does_the_title_belong_to,"""French frigate Brune (1756)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",MeanOfTransportation,dbpedia_14
161,given_list_what_category_does_the_paragraph_belong_to,"Murgaš is a village in the municipality of Ub Serbia. According to the 2002 census the village has a population of 559 people. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village,dbpedia_14
162,given_list_what_category_does_the_paragraph_belong_to,"Hantabad (Persian: حنط اباد‎ also Romanized as Ḩanţābād; also known as Handābād and Khantābād) is a village in Rivand Rural District in the Central District of Nishapur County Razavi Khorasan Province Iran. At the 2006 census its population was 39 in 10 families. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village,dbpedia_14
163,given_list_what_category_does_the_paragraph_belong_to,"Bikinis Sports Bar & Grill is a chain of sports bars and restaurants which are primarily located in Texas but with locations in two other states. The restaurant chain is known for its scantily clad waitresses whose uniforms consist of its eponymous bikini tops cowboy boots and tight short denim shorts. The chain is also known for trademarking the term breastaurant (a common term for this and similar restaurants) and purchasing a ghost town that was subsequently renamed Bikinis Texas. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company,dbpedia_14
164,given_a_list_of_category_what_does_the_title_belong_to,"""Vasconcellea"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant,dbpedia_14
165,given_a_list_of_category_what_does_the_title_belong_to,"""Deh-e Masud"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Village,dbpedia_14
166,given_a_list_of_category_what_does_the_title_belong_to,"""American Letter Mail Company"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Company,dbpedia_14
167,given_a_choice_of_categories ,"Noe Venable -  Noe Venable (born April 20 1976 in San Francisco California) is an experimental folk/pop singer-songwriter. She has earned a loyal fan base in her native San Francisco in part through frequently performing in small intimate venues. Her advocacy of small venues caused a stir in the San Francisco music community when she took San Francisco Chronicle reporter Joel Selvin to task for claiming that the city's music scene was dead. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist,dbpedia_14
168,given_a_choice_of_categories ,"Ferruginous Partridge -  The Ferruginous Partridge (Caloperdix oculeus) is a species of bird in the Phasianidae family. It belongs to the monotypical genus Caloperdix. It is found in Indonesia Malaysia Myanmar and Thailand.Its natural habitats are subtropical or tropical dry forests and subtropical or tropical moist lowland forests. It is threatened by habitat loss. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Animal,dbpedia_14
169,given_a_choice_of_categories ,"Frank in the River -  Frank in the River is a 24-page comic story by Jim Woodring. Like all Frank stories Frank in the River is virtually wordless and the story is conveyed entirely in pantomime. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork,dbpedia_14
170,given_a_list_of_category_what_does_the_title_belong_to,"""Plasma Sources Science and Technology"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",WrittenWork,dbpedia_14
171,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Harrisburg High School (Arkansas) -  Harrisburg High School (HHS) is an accredited comprehensive public high school located in the city of Harrisburg Arkansas United States. The school provides secondary education for students in grades 9 through 12 serving all or portions of the communities of Harrisburg Weiner Cherry Valley and Trumann within Poinsett County Arkansas and is the sole high school administered by the Harrisburg School District.",EducationalInstitution,dbpedia_14
172,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Dana Wyse -  Dana Wyse (born August 9 1965 in Vancouver British Columbia) is a Canadian writer and visual artist. In 1991 Dana Wyse received her BFA from the University of British Columbia. She lives and works between Vancouver and Paris.In 1996 Wyse began her best known artwork a pill-themed installation called Jesus Had A Sister Productions It is a work-in-progress to which the artist adds new elements each year.",Artist,dbpedia_14
173,given_a_choice_of_categories ,"Scott James Meyer -  Scott James Meyer is an attorney comedian and writer currently based out of Birmingham Alabama. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist,dbpedia_14
174,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Atlantic 85-class lifeboat -  The Atlantic 85 is part of the B class of lifeboats that serve the shores of the United Kingdom and Ireland as a part of the RNLI inshore fleet.The Atlantic 85 is the third generation B Class Rigid Inflatable Boat (RIB) developed from the Atlantic 21 and the later Atlantic 75. The Atlantic class of lifeboats is named after Atlantic College where the design was originally developed.",MeanOfTransportation,dbpedia_14
175,given_a_choice_of_categories ,"Dipterocome -  Dipterocome is a genus of flowering plants in the daisy family. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant,dbpedia_14
176,given_a_choice_of_categories ,"Dragon Fighter -  Dragon Fighter is a Sci Fi Pictures original film that premiered on January 4 2003 and was directed by Phillip J. Roth. It stars Dean Cain and Kristine Byers. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
177,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Guizhou Aircraft Industry Corporation -  Guizhou Aviation Industry Import/Export Company (GAIEC) is a Chinese aircraft manufacturer and military aircraft in Guizhou province. The company's products include trainers turbojets missiles and launchers. Within a join venture with Subaru named Yunque they've also built Chinese license versions of cars like Subaru Rex and Subaru Vivio.",Company,dbpedia_14
178,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Kanni Banmauk -  Kanni is a village in Banmauk Township Katha District in the Sagaing Region of northern-central Burma.",Village,dbpedia_14
179,given_list_what_category_does_the_paragraph_belong_to,"Gyldendalske Boghandel Nordisk Forlag A/S usually referred to simply as Gyldendal (Danish pronunciation: [ˈɡylˀəndæˀl]; OMX: GYLD A GYLD B) is a Danish publishing house. Founded in 1770 by Søren Gyldendal it is the oldest and largest publishing house in Denmark offering a wide selection of books including fiction non-fiction and dictionaries. Prior to 1925 it was also the leading publishing house in Norway and it published all of Henrik Ibsen's works. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company,dbpedia_14
180,given_list_what_category_does_the_paragraph_belong_to,"The George B. Swan House is located on the east side of Davenport Iowa United States. The Greek Revival style residence was built in 1881. It has been listed on the National Register of Historic Places since 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building,dbpedia_14
181,given_list_what_category_does_the_paragraph_belong_to,"South Dakota State University is the largest university in the U.S. state of South Dakota located in Brookings. A public land-grant university and sun grant college founded under the provisions of the 1862 Morrill Act SDSU offers programs of study required by or harmonious to this Act. In step with this land-grant heritage and mission SDSU has a special focus on academic programs in agriculture engineering nursing and pharmacy as well as the liberal arts. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",EducationalInstitution,dbpedia_14
182,given_list_what_category_does_the_paragraph_belong_to,"Pollia dorbignyi is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Animal,dbpedia_14
183,given_a_list_of_category_what_does_the_title_belong_to,"""Willow-Spence Streets Historic District"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Building,dbpedia_14
184,given_a_choice_of_categories ,"Veritas Academy (Austin Texas) -  Veritas Academy is a private classical Christian university-model school located on the property of the First Evangelical Free Church (FEFC) in southwest Austin Texas It is a private classical college prep school that seeks to train hearts and minds for the glory of God through rigorous curricula character education competitive athletics fine & performing arts and an array of extra‐ and cocurricular activities. offering primary and secondary education in grades K-12.Veritas opened in August 2005.  Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution,dbpedia_14
185,given_a_list_of_category_what_does_the_title_belong_to,"""Barbara Erskine"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Artist,dbpedia_14
186,given_list_what_category_does_the_paragraph_belong_to,"Unholy Rollers is a 1972 American action comedy film directed by Vernon Zimmerman and starring Claudia Jennings. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film,dbpedia_14
187,given_list_what_category_does_the_paragraph_belong_to,"Riccardo Tisci (born in 1974 in Taranto Italy) is an Italian fashion designer. He studied in Italy and then graduated from London's Central Saint Martins Academy in 1999 and in 2005 was named Creative Director for Givenchy womenswear and haute couture. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
188,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Mexican Teenagers EP -  Mexican Teenagers is an EP by American Guitarist Kaki King released in 2009.",Album,dbpedia_14
189,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. King Square Shopping Mall -  King Square Mall （王府井） is an Chinese commercial centre---named after the world famous merchandise King Square Street in Beijing will be established at a luxurious residential area north of Highway 7 around the year of 2014.",Building,dbpedia_14
190,given_a_choice_of_categories ,"Roger Chappot -  Roger Chappot (born October 17 1940) is a retired Swiss professional ice hockey player who played for HC Villars in the National League A. He also represented the Swiss national team at the 1964 Winter Olympics. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Athlete,dbpedia_14
191,given_a_choice_of_categories ,"The g Factor: The Science of Mental Ability -  The g Factor: The Science of Mental Ability is a book by Arthur Jensen on the general factor of human mental ability or g. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork,dbpedia_14
192,given_a_choice_of_categories ,"Institute of Mathematical Sciences Chennai -  The Institute of Mathematical Sciences (IMSc) (sometimes also referred to as Matscience) is a research centre located in Chennai India.IMSc is a national institute for fundamental research in frontier disciplines of the mathematical and physical sciences: theoretical computer science mathematics and theoretical physics. It is funded mainly by the Department of Atomic Energy. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution,dbpedia_14
193,given_a_list_of_category_what_does_the_title_belong_to,"""Mount Tsubakuro"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace,dbpedia_14
194,given_a_choice_of_categories ,"Koruköy Adıyaman -  Koruköy is a village in the District of Adıyaman Adıyaman Province Turkey. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village,dbpedia_14
195,given_a_list_of_category_what_does_the_title_belong_to,"""Super Pack 2"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Album,dbpedia_14
196,given_list_what_category_does_the_paragraph_belong_to,"Brzostno [ˈbʐɔstnɔ] is a village in the administrative district of Gmina Choszczno within Choszczno County West Pomeranian Voivodeship in north-western Poland. It lies approximately 15 kilometres (9 mi) east of Choszczno and 75 km (47 mi) east of the regional capital Szczecin.Before 1945 the area was part of Germany. For the history of the region see History of Pomerania. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village,dbpedia_14
197,given_a_list_of_category_what_does_the_title_belong_to,"""Faceless (film)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Film,dbpedia_14
198,given_a_list_of_category_what_does_the_title_belong_to,"""Fun Cinemas"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Company,dbpedia_14
199,given_a_list_of_category_what_does_the_title_belong_to,"""Waleed Jassem"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete,dbpedia_14
200,given_a_choice_of_categories ,"South East High School (South Gate California) -  South East High School is a comprehensive four-year high school located in the southeast area of South Gate California.The school is located in the Los Angeles Unified School District and serves grades 9 through 12. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution,dbpedia_14
201,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Xaverian Primary School -  Xaverian Primary SchoolXaverian Primary School is one of the oldest schools in Kenya. The foundation stone was laid by Rt. Rev. F. Hall D.D. the Bishop of Kisumu on 18 September 1955 and was opened by Dr. A. Ressano Garcia (the Consul General for Portugal) on 22 July 1956.The school is located in Kisumu Country (0° 6’ 23.94S 34° 45’ 30.83E) close to the shores of Lake Victoria.",EducationalInstitution,dbpedia_14
202,given_a_choice_of_categories ,"Physaria fremontii -  Physaria fremontii (syn. Lesquerella fremontii) is a species of flowering plant in the mustard family known by the common name Fremont's bladderpod. It is endemic to Wyoming in the United States where it occurs only in and around the Wind River Range in Fremont County.This species is a perennial herb growing from a taproot and producing decumbent or prostrate stems up to 15 centimeters long. The basal leaves are up to four or five centimeters long with oval blades borne on petioles. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant,dbpedia_14
203,given_list_what_category_does_the_paragraph_belong_to,"Houttuynia is a genus of two species in the Saururaceae native to Southeast Asia. One species H. cordata is widely cultivated as a culinary herb. The genus was originally described in 1783 by Carl Peter Thunberg when he formally described H. cordata as the only species. It remained a monotypic genus until 2001 when Zheng Yin Zhu and Shi Liang Zhang discovered and described a second species native to China H. emeiensis. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant,dbpedia_14
204,given_a_choice_of_categories ,"Sparebanken NOR -  Union Bank of Norway branded as Sparebanken NOR was Norway's largest savings bank between 1990 and 1999. The bank was created as a merger between Sparebanken ABC and four other regional savings banks. The new bank had its headquarters in Oslo and was in existence until 1999 when it merged with Gjensidige to form Gjensidige NOR. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Company,dbpedia_14
205,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Notwist (album) -  The Notwist is the self-titled debut album from the German musical group The Notwist. The record presents a side of the band which has subsided considerably during their recent recordings. Early incarnations of the group saw them exploring very broad avenues of punk and metal while they would later veer more toward an abstract electronic and indie feel.",Album,dbpedia_14
206,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. USS Volans (AKS-9) -  USS Volans (AKS-9) was an Acubens-class general stores issue ship commissioned by the U.S. Navy for service in World War II. She was responsible for delivering and disbursing goods and equipment to locations in the war zone.",MeanOfTransportation,dbpedia_14
207,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Pölshals Pass -  Pölshals Pass elevation 815 m (2674 ft) is a mountain pass in the Alps in the Austrian Bundesland of Styria.It connects Pöls with the valley of the Mur River.The pass was already in use in Roman times.",NaturalPlace,dbpedia_14
208,given_list_what_category_does_the_paragraph_belong_to,"St Nicholas' Church Normanton is a redundant Anglican church in Normanton-on-Cliffe Lincolnshire England. It is designated by English Heritage as a Grade II* listed building and is under the care of the Churches Conservation Trust. It stands beside the road between Grantham and Lincoln. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building,dbpedia_14
209,given_a_list_of_category_what_does_the_title_belong_to,"""Grenada Tree Anole"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal,dbpedia_14
210,given_list_what_category_does_the_paragraph_belong_to,"Notebook (Malayalam: നോട്ട്ബുക്ക്‌) is a 2006 Malayalam teen film directed by Rosshan Andrrews and written by Bobby Sanjay. It is about three students at a boarding school and how they face up to challenges in their lives. The film dealt with the subject of teenage pregnancy. The film was praised for handling a rare and relevant subject but the overall critical and box-office responses were mixed. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film,dbpedia_14
211,given_a_list_of_category_what_does_the_title_belong_to,"""Eudonia melanographa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal,dbpedia_14
212,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Baboia River -  The Baboia River or Eruga River is a tributary of the Desnățui River in Romania.",NaturalPlace,dbpedia_14
213,given_list_what_category_does_the_paragraph_belong_to,"Kerem Cem Dürük (born 28 December 1977 in Muğla Turkey) better known as Keremcem is a Turkish pop singer and actor. He also hosted the short-lived television show Keremcem ile söyle söyleyebilirsen on Star TV. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
214,given_a_choice_of_categories ,"Gudenå -  Gudenå or Gudenåen (pronounced [ˈɡuˀðn̩ˌɔːˀn̩]) is Denmark's longest river and runs through the central parts of the Jutlandic peninsula. An anglicized version of the name often seen is 'The River Guden'.Gudenåen flows a total of 176 kilometres from Tinnet Krat in Vejle Municipality between Nørre Snede and Tørring-Uldum to Randers Fjord in Randers on a northward course which takes it through the central parts of Jutland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace,dbpedia_14
215,given_a_choice_of_categories ,"Zombie Hunter (film) -  Zombie Hunter is a 2013 American direct-to-video action-thriller film directed and written by Kevin King for The Klimax and Arrowstorm Entertainment. The film stars Danny Trejo Martin Copping and Clare Niederpruem. It follows a group of humans led by Jesús (Trejo) defending themselves from flesh-devouring zombies. A fundraising campaign was hosted on the website Kickstarter to help fulfill the production team's desired budget. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
216,given_a_list_of_category_what_does_the_title_belong_to,"""Colfax Carnegie Library"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Building,dbpedia_14
