id,prompt_name,input,target
40,task043_essential_terms_answering_incomplete_questions,"In this task, you need to answer basic science questions. For each question, several terms are intentionally masked with ***. This masking can cover very few or many of the question words. Clearly, if masked terms are important, the modified question will be impossible to answer. Please indicate the correct answer with one of the following responses: ""A"", ""B"", ""C"", ""D"" or ""E"". While ""A""-""D"" correspond to the answer options provided in the input, ""E"" represents ""I don't know"" for questions that do not provide enough information. Respond via ""E"" if the question is not answerable. Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D', 'E'.

Question: When an *** *** *** in a *** *** is *** to a ***, it ***  (A) a battery. (B) an engine. (C) an insulator. (D) an electromagnet.",E.
41,task043_essential_terms_answering_incomplete_questions,"In this task, you need to answer basic science questions. For each question, several terms are intentionally masked with ***. This masking can cover very few or many of the question words. Clearly, if masked terms are important, the modified question will be impossible to answer. Please indicate the correct answer with one of the following responses: ""A"", ""B"", ""C"", ""D"" or ""E"". While ""A""-""D"" correspond to the answer options provided in the input, ""E"" represents ""I don't know"" for questions that do not provide enough information. Respond via ""E"" if the question is not answerable. Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D', 'E'.

Question: When an iron nail wrapped in a copper *** is attached to a ***, it forms  (A) a battery. (B) an engine. (C) an insulator. (D) an electromagnet.",D.
42,task045_miscellaneous_sentence_paraphrasing,"You are given a question, its answer, and a sentence that supports the question, i.e., the answer to the question is inferable from the sentence. In this task, you need to paraphrase the given sentence so that the paraphrased sentence still supports the question i.e. you can still infer the answer to the question from the paraphrased sentence. Do not write a paraphrase with a minor change in the given sentence e.g. replacing the word ""one"" with ""a"". Instead, try to write a paraphrase that contains new words, i.e. the words that are not present in the input sentence.

Question: Lyme disease is caused by what kind of organim? 
Answer: bacteria. 
Sentence: Lyme disease is caused by bacteria.",Bacteria is the organism that causes Lyme disease.
43,task079_conala_concat_strings,"In this task you will be given a list of strings and you need to concatenate them.

['B', 'g', 'it', 'j', 'x', 'a', 'which,', 'e', 'O', 'b', 'the', 'M', 'j']","Bgitjxawhich,eObtheMj"
44,task104_semeval_2019_task10_closed_vocabulary_mathematical_answer_generation,"You are given a mathematical question described with a circumscribed mathematical vocabulary. Questions in this task usually contain some variables (e.g. X, Y), equations (e.g. X+Y=3) and some relationships (X is greater than Y). Often you need to find the value of the variable using equations and relationships. You are also given 4 or 5 answer options (associated with ""A"", ""B"", ""C"", ""D"", ""E""). Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D', 'E'. LaTeX mathematical format (the standard way to express mathematical expressions in the typesetting software known as LaTeX) is used to express equations. Each question is solvable with high school math knowledge. Give only one answer for each question.

For all real numbers x and y, let \(\star\) be defined by \(x \star y = x^2 - y\). What is the value of \(4 \star (3 \star 2)\)?
(A)1 (B)9 (C)15 (D)24 (E)40",B
45,task085_unnatural_addsub_arithmetic,"In this task you will be given an arithmetic operation and you have to find its answer. The symbols of operators '+' and '-' has been swapped i.e you need to perform subtraction when you see a '+' symbol and  addition in case of '-' symbol.

1994 - 932 - 158 + 8715 + 4818 + 2602 + 4808",-17859
46,task074_squad1.1_question_generation,"This task is about reading the given passage and construct a question about the information present in the passage. Construct a question in such a way that (i) it is unambiguous, (ii) it is answerable from the passage, (iii) its answer is unique (iv) its answer is a continuous text span from the paragraph. Avoid creating questions that (i) can be answered correctly without actually understanding the paragraph and (ii) uses same words or phrases given in the passage.

With the new millennium, Marvel Comics emerged from bankruptcy and again began diversifying its offerings. In 2001, Marvel withdrew from the Comics Code Authority and established its own Marvel Rating System for comics. The first title from this era to not have the code was X-Force #119 (October 2001). Marvel also created new imprints, such as MAX (an explicit-content line) and Marvel Adventures (developed for child audiences). In addition, the company created an alternate universe imprint, Ultimate Marvel, that allowed the company to reboot its major titles by revising and updating its characters to introduce to a new generation.",What was the first book published under this new ratings system?
47,task095_conala_max_absolute_value,"In mathematics, the absolute value of a number is the non-negative value of that number, without regarding its sign. For example, the absolute value of -2 is 2, and the absolute value of 5 is 5. In this task you will be given a list of numbers and you need to return the element with highest absolute value. If a negative and positive element have the same absolute value you should return the positive element. The absolute value for negative numbers can be found by multiplying them by -1. After finding the element with the maximum absolute value you should return the value of that element before you applied the absolute value.

[99.551 90.854 70.802 78.875]",99.551
48,task084_babi_t1_single_supporting_fact_identify_relevant_fact,"You will be given a passage with an enumerated set of facts, a question of form 'Where is <person_name>?', and its answer. The task is to identify a supporting fact that is necessary to answer the question. The output would be the corresponding fact number.

Passage: Fact 1- Sandra travelled to the office. Fact 2- Sandra went to the bathroom. Fact 3- Mary went to the bedroom. Fact 4- Daniel moved to the hallway. Fact 5- John went to the garden. Fact 6- John travelled to the office. Fact 7- Daniel journeyed to the bedroom. Fact 8- Daniel travelled to the hallway. Question: Where is John? Answer: office",Fact 6
49,task069_abductivenli_classification,"In this task, you will be shown a short story with a beginning, two potential middles, and an ending. Your job is to choose the middle statement that makes the story coherent / plausible by writing ""1"" or ""2"" in the output. If both sentences are plausible, pick the one that makes most sense.

Beginning: Erica adopted a Labrador puppy named Jerry. Middle 1: erica let the dog run around. Middle 2: Erica kept the dog in a cage in the apartment. Ending: Jerry loved playing in his new, safe yard.",1
50,task062_bigbench_repeat_copy_logic,"This task evaluates for the ability to follow basic natural language instructions nested and performing a sequence of operations, including basic logic and conditionals.

say python twice and data once, and then repeat all of this three times.",python python data python python data python python data
51,task1087_two_number_sum,"You are given a list of integers and an integer target, return a list of a pair of numbers in any order such that they add up to target. If there is no such pair of numbers, then return an empty list

[42, 14, 22, 40, 46, 17, 30, 23, 29, 37, 36, 9, 27, 15, 49, 11, 38, 35, 8, 45], target=43","[29, 14]"
52,task070_abductivenli_incorrect_classification,"In this task, you will be shown a short story with a beginning, two potential middles, and an ending. Your job is to choose the middle statement that makes the story incoherent / implausible by indicating 1 or 2 in the output. If both sentences are plausible, pick the one that makes less sense.

Beginning: When I was a kid I had a lot of free time. Middle 1: Now that I am older I watch a lot of tv. Middle 2: Now that I am older I dont know how to watch tv. Ending: However I plan to start reading more.",2
53,task067_abductivenli_answer_generation,"In this task, you're given the beginning and the ending of a three-part story. Your job is to complete the short story by writing a middle sentence that seamlessly connects  the first and last sentence. Generated sentences must be short, have fewer than 10 words, and be simple as if narrating to a child. Avoid using any irrelevant extra information when creating the middle sentence, and use names (e.g. Jack, Barbara,...) instead of pronouns (e.g. he / she) wherever possible.

Beginning: Carlos has always wanted to visit France. Ending: Carlos books a flight to Australia.","After Carlos saw Europe, he wanted to see the rest of the world."
54,task059_ropes_story_generation,"You are given a background paragraph that describes one or more causal or physical relationships, such as a relationship in economics, scientific law, or nature. You need to come up with a fictional story that makes use of the concepts or the relationship described in the provided paragraph. Make sure that your story does not repeat the relation in the given paragraph (e.g., by avoiding verbatim copies of the given paragraph). Start by reading the background paragraph, and determine what relationship(s) are in the paragraph. Write a story that involves the relationship(s) that you determined are in the background paragraph. Try to use your own words as much as possible and not repeat the background paragraph. Feel free to make up places and events as long as they tie back to the background paragraph in a way that you can ask a question about.

Background Paragraph: The ionization energies of the representative elements generally decrease from top to bottom within a group. This trend is explained by the increase in size of the atoms within a group. The valence electron that is being removed is further from the nucleus in the case of a larger atom. The attractive force between the valence electron and the nucleus weakens as the distance between them increases and as the shielding effect increases, resulting in a lower ionization energy for the larger atoms within a group. Although the nuclear charge is increased for larger atoms, the shielding effect also increases due to the presence of a larger number of inner electrons. This is particularly easy to see in the alkali metals, where the single valence electron is shielded by all of the inner core electrons.","Joel has just started his first day working as a scientist in a laboratory. The first task he was given is to look at two atoms and to jot down as much information about the two as he can. First, he needs to come up with an identification for these atoms. Since he is new, he decides to keep it professional and simply call the larger of the two atoms ""atom L"" and the smaller one ""atom S"". Now that he's taken care of that he can get down to work."
55,task062_bigbench_repeat_copy_logic,"This task evaluates for the ability to follow basic natural language instructions nested and performing a sequence of operations, including basic logic and conditionals.

Say hungry three times, then hippo two times, then feed me four times",hungry hungry hungry hippo hippo feed me feed me feed me feed me
56,task088_identify_typo_verification,"The given sentence contains a typo which could be one of the following four types: (1) swapped letters of a word e.g. 'niec' is a typo of the word 'nice'. (2) missing letter in a word e.g. 'nic' is a typo of the word 'nice'. (3) extra letter in a word e.g. 'nicce' is a typo of the word 'nice'. (4) replaced letter in a word e.g 'nicr' is a typo of the word 'nice'. You need to identify the typo in the given sentence. To do this, answer with the word containing the typo.

The karge motorcycle has been painted white and light blue.",karge
57,task089_swap_words_verification,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.

A woman is her on cell phone sitting on the bus","(4, 5)"
58,task087_new_operator_addsub_arithmetic,"In this task you will be given an arithmetic operation and you have to find its answer. The operators '+' and '-' have been replaced with new symbols. Specifically, '+' has been replaced with the symbol '@' and '-' with the symbol '#'. You need to perform the operations in the given equation return the answer

889 @ 2310 # 2695 # 5790 # 4282 @ 5041 # 6457",-10984
59,task060_ropes_question_generation,"You are given a background paragraph that describes one or more causal or qualitative relationships such as a relationship in economics or a scientific law and a story that makes use of the concepts or the relationship described in the provided paragraph. You need to come up with a question about the story that requires an understanding of the relationship described in the background paragraph. The generated question should not be answerable without both the background and story. Write a question about the story that requires a relationship in the background paragraph to answer. Check whether your question requires both the background paragraph and the story to answer. If your question can be answered by only one of these, try to rewrite your question so that it requires both. Note that ""flipping"" a word in the question can give rise to a new question where the answer will be different from the original question. Often, ""flipping"" a word gives rise to flipping the direction of the relationship, for example, from ""increase"" to ""decrease.""

Background Paragraph: Passive transport occurs when a substance passes through the cell membrane without needing any energy to pass through. This happens when a substance moves from an area where it is more concentrated to an area where it is less concentrated. Concentration is the number of particles of a substance in a given volume. Let's say you dissolve a teaspoon of salt in a cup of water. Then you dissolve two teaspoons of salt in another cup of water. The second solution will have a higher concentration of salt. 
Story: A man put two cups, cup A and cup B, filled with equal amounts of water on to a table and walked away to go check his mail. His son came along and saw the two cups and decided to put some sugar in them to make a tasty drink. The child poured two spoonfuls of sugar into cup A and three spoonfuls of sugar into cup B.",Which cup has a lower concentration of sugar?
60,task099_reverse_elements_between_index_i_and_j,"In this task, you are given inputs i,j, and A, where i and j are integers and A is a list. You need to list all elements of A from the ith element to the jth element in the reverse order. i and j will be non-negative, and will always have a value less than the length of A. i will always be less than j.

5, 6, ['2335', '5361', '2443', '6351', 'i', '8681']","8681, i"
61,task073_commonsenseqa_answer_generation,"You are given a question and some answer options (associated with ""A"", ""B"", ""C"", ""D""). You should choose the correct answer based on commonsense knowledge. Avoid answering questions based on associations, the set of answers are chosen deliberately to capture common sense beyond associations. Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D', 'E' and only give one answer for each question.

A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?
(A)bank (B)library (C)department store (D)mall (E)new york",A
62,task026_drop_question_generation,"This task involves creating questions from a given passage that involve some kind of complex reasoning (including numerical reasoning). 
The generated questions must require looking at more than one part of the passage to answer. Try to use a variety of reasoning types in your questions (some of the sample reasoning types are illustrated in the 'positive examples' field) and also have a variety of answer types (spans, numbers, dates). A span is a continuous phrase taken directly from the passage or question. In such questions, the answer spans are recommended to be five words. Questions with answer type ""number"", are expected to start with ""How many"". For instance, ""How long did an event last?"" can be phrased as ""How many years did an event last?"". To increase diversity, try to create more questions for which the answer will be multiple spans. Please create questions that require AT LEAST 2 arithmetic operations as illustrated in the 'positive examples' field. You are encouraged to try DIFFERENT COMBINATIONS of operations and not just limit to the combinations shown in those examples. The more challenging questions you create, the better it is.

Passage: Hoping to rebound from their loss to the Patriots, the Raiders stayed at home for a Week 16 duel with the Houston Texans.  Oakland would get the early lead in the first quarter as quarterback JaMarcus Russell completed a 20-yard touchdown pass to rookie wide receiver Chaz Schilens.  The Texans would respond with fullback Vonta Leach getting a 1-yard touchdown run, yet the Raiders would answer with kicker Sebastian Janikowski getting a 33-yard and a 30-yard field goal.  Houston would tie the game in the second quarter with kicker Kris Brown getting a 53-yard and a 24-yard field goal. Oakland would take the lead in the third quarter with wide receiver Johnnie Lee Higgins catching a 29-yard touchdown pass from Russell, followed up by an 80-yard punt return for a touchdown.  The Texans tried to rally in the fourth quarter as Brown nailed a 40-yard field goal, yet the Raiders' defense would shut down any possible attempt.",How many field goals did both teams kick in the first half?
63,task078_all_elements_except_last_i,"In this task, you are given inputs i and A, where i is an integer and A is a list. You need to list all the elements of A preceding the last i elements. i will always have a value less than the length of A.

1, ['b', '2007', '1467', 'V', '8229', '5347', 'r', '7447', '6779']","b, 2007, 1467, V, 8229, 5347, r, 7447"
64,task063_first_i_elements,"In this task, you are given inputs i and A, where i is an integer and A is a list. You need to output the first i elements of A, starting with the 1st element in A. i will always have a value less than the length of A

2, ['3747', '4369', '3833', 't', '2961', 'l', '2445', 'J', '6737', 'y', '2991', '8065', '5733', '6981', '135', 'g']","3747, 4369"
65,task072_abductivenli_answer_generation,"In this task, you're given the middle and ending of a three-part story. Your job is to complete the short story by writing a probable beginning of the story. Generated sentences must be short, have fewer than 10 words, and be simple as if narrating to a child. Avoid using any irrelevant extra information when creating the beginning, and use names (e.g. Jack, Barbara,...) instead of pronouns (e.g. he / she) wherever possible.

Middle: Samantha was sitting alone at lunchtime. Ending: Some nice girls came up and sat with her.",Samantha was in middle school
66,task1087_two_number_sum,"You are given a list of integers and an integer target, return a list of a pair of numbers in any order such that they add up to target. If there is no such pair of numbers, then return an empty list

[42, 14, 22, 40, 46, 17, 30, 23, 29, 37, 36, 9, 27, 15, 49, 11, 38, 35, 8, 45], target=43","[14, 29]"
67,task094_conala_calculate_mean,"In this task you will be given a list of numbers and you need to find the mean (average) of that list. The mean of a list can be found by summing every number in the list then dividing the result by the size of that list. The output should be rounded to 3 decimal places.

[236.81, -48.495, -89.669, -95.35, 167.541, 233.959, -62.852]",48.849
68,task046_miscellaneous_question_typing,"You are given a question-answer pair. Answer with their type. Pay attention that there may be more than one correct type, but you only have to choose one. In your responses, use of the following types: 
(1) Humans: Any individual or group of humans, including fictional ones (e.g., a group or organization of persons , an individual, title of a person, description of a person); 
(2) Event: Any phenomenon natural or artificial (e.g., named hurricanes, Battles, Wars, Sports events, Terrorist attacks); 
(3) Entity: A thing with distinct and independent existence (Animals, Organs of body, Colors, Inventions, books and other creative pieces, Currency name, Diseases, and medicine, Food, Musical instrument, Languages, Plants, Products, Religions, Sports, Elements and substances, Symbols and signs, Techniques and methods, Equivalent terms, Vehicles);  
(4) Facility: Something built for a particular purpose (Buildings, Airports, Highways, Bridges); 
(5) Location: A place (Cities, Countries, Mountains, States); 
(6) Law: Named documents made into laws (e.g., “the first amendment”, ""civil rights act""); 
(7) Organization: an organized body of people with a particular purpose (Company names, e.g. Google, Cults or terrorist groups, e.g. Al Qaeda); 
(8) Date: Absolute or relative dates or periods, bigger than 1 day (Years, Range, e.g. from Monday to Tuesday, or during the 20th century, Approximate time); 
(9) Time: Any temporal range/unit that is shorter than a day (e.g., 2 o'clock, 1 pm); 
(10) Money: Monetary values, including unit (e.g., ""$26"", ""914$""); 
(11) Quantity: postcodes or other codes, the number of sth, Ranks, fractions, speed, temperature, size, area, and volume, weight (e.g., ""26 degree"" ""17 inch""); 
(12) Description: description and abstract concepts (e.g., the definition of something, the manner of an action, reasons); 
(13) Abbreviation: expression abbreviated (e.g., AMT = abbreviation of Amazon Mechanical Turk). Don't generate any word that is not mentioned in the list of types (Humans, Event, Entity, Facility, Location, Law, Organization, Date, Time, Money, Quantity, Description, Abbreviation). If you can not associate any of the given types with the provided question and answer pair,  respond ""Other"".

Question: What is in front of the Notre Dame Main Building? (Answer: a copper statue of Christ).",Date.
69,task085_unnatural_addsub_arithmetic,"In this task you will be given an arithmetic operation and you have to find its answer. The symbols of operators '+' and '-' has been swapped i.e you need to perform subtraction when you see a '+' symbol and  addition in case of '-' symbol.

9962 - 2832 + 3658 + 539 - 2264 - 9278 - 4803",24942
70,task068_abductivenli_incorrect_answer_generation,"In this task, you're shown a three-part story, with a beginning, middle, and ending. Your job is to slightly modify the middle part, so that the whole story becomes unlikely, improbable, or inconsistent. Generated sentences must minimally alter the given middle, with at most 4 new words added/existing words removed. Your sentence should be grammatically and syntactically correct. Also stick to the context of the given story. For example, if the story talks about ""doctors"", you can talk about ""health"" or ""diagnosis"", but don't mention ""aliens"". Avoid introducing any extra/irrelevant information, and use names instead of pronouns (e.g. he / she) wherever possible. Avoid simply negating the original middle, for example:  ""She likes cakes."" is changed to ""She doesn't like cakes.""

Beginning: Tommy stole some candy one day. Middle: Tommy felt guilty and wanted to do something about it. Ending: So Tommy decided to tell his dad and never stole again.",Tommy felt great and wanted to do something about it.
71,task070_abductivenli_incorrect_classification,"In this task, you will be shown a short story with a beginning, two potential middles, and an ending. Your job is to choose the middle statement that makes the story incoherent / implausible by indicating 1 or 2 in the output. If both sentences are plausible, pick the one that makes less sense.

Beginning: As I walked to school, I could feel that something was wrong. Middle 1: When I got to school, I realized I had forgotten about a big test. Middle 2: When I got to school, I was prepared for the big test. Ending: My heart sunk, because I had no hope of passing.",2
72,task062_bigbench_repeat_copy_logic,"This task evaluates for the ability to follow basic natural language instructions nested and performing a sequence of operations, including basic logic and conditionals.

Print logic eleven times, but after the 3rd and 8th also say true",logic logic logic true logic logic logic logic logic true logic logic logic
73,task101_reverse_and_concatenate_all_elements_from_index_i_to_j,"In this task, you are given inputs i, j, and A, where i and j are integers and A is a list. You need to find all elements of A from the ith element to the jth element, reverse the order in which they occur, and then concatenate them to output the resultant string. i and j will be non-negative, and will always have a value less than the length of A. i will always be less than j. Perform the operations in order, i.e., do not concatenate the elements and then reverse the string.

9, 20, ['y', '5921', '803', '4587', 'l', 'q', 's', '5787', '5599', '7603', 'M', 'D', '555', 'i', 'S', 'p', '4013', '6911', 'r', 'z']",zr69114013pSi555DM76035599
74,task044_essential_terms_identifying_essential_words,"You are given an elementary science question along with a few answer options. List all the words from the question that are essential and sufficient for choosing the correct answer option. Keep in mind that essential words are necessary to understand the meaning of the given question. However, non-essential words provide little information needed to select the correct answer. You can think about it like this: If the question was in another language, knowing the meaning of which words were necessary and enough for you to understand the question and answer it?. If your answer consists of multiple spans of words from the question, separate those using a comma ("", ""). Do not generate any word that is not present in the question. Make sure that your response is contained in the given question and the words are in the same order as the question.
 Grammatical correctness is not important.

Question: A student riding a bicycle observes that it moves faster on a smooth road than on a rough road. This happens because the smooth road has (A) less gravity(B) more gravity(C) less friction(D) more friction?","faster, smooth, rough, smooth"
75,task074_squad1.1_question_generation,"This task is about reading the given passage and construct a question about the information present in the passage. Construct a question in such a way that (i) it is unambiguous, (ii) it is answerable from the passage, (iii) its answer is unique (iv) its answer is a continuous text span from the paragraph. Avoid creating questions that (i) can be answered correctly without actually understanding the paragraph and (ii) uses same words or phrases given in the passage.

With the new millennium, Marvel Comics emerged from bankruptcy and again began diversifying its offerings. In 2001, Marvel withdrew from the Comics Code Authority and established its own Marvel Rating System for comics. The first title from this era to not have the code was X-Force #119 (October 2001). Marvel also created new imprints, such as MAX (an explicit-content line) and Marvel Adventures (developed for child audiences). In addition, the company created an alternate universe imprint, Ultimate Marvel, that allowed the company to reboot its major titles by revising and updating its characters to introduce to a new generation.",When did Marvel withdraw from the Comics Code Authority?
76,task083_babi_t1_single_supporting_fact_answer_generation,"You will be given a passage consisting of set of facts and a question as input. The task is to answer a question of form 'Where is <person_name>?' using one of the given facts to determine the latest location of the person. Answer should be a word/phrase describing the location from the supporting fact. Avoid answers that are incomplete or incorrect.

Passage: Sandra travelled to the office. Sandra went to the bathroom. Mary went to the bedroom. Daniel moved to the hallway. Question: Where is Sandra?",bathroom
77,task111_asset_sentence_simplification,"Rewrite each original sentence in order to make it easier to understand by non-native speakers of English. You can do so by replacing complex words with simpler synonyms (i.e. paraphrasing), deleting unimportant information (i.e. compression), and/or splitting a long complex sentence into several simpler ones. The final simplified sentences need to be grammatical, fluent, and retain the main ideas of their original counterparts without altering their meanings.

12 - hour clock times end with dotted or undotted lower-case or, or or, which are spaced (or, not or).",12 - hour clock times end with dotted or undotted lower-case. Another ending is or or.
78,task105_story_cloze-rocstories_sentence_generation,"In this task, you're given a four sentences of story written in natural language. Your job is to complete end part of the story by predicting appropriate last sentence which is coherent with the given sentences.

Sentence1: Jim found an old disposable camera in the bottom of his junk drawer. Sentence2: He began snapping away at everything around him. Sentence3: The counter clicked down to one final photo. Sentence4: The gravity of the situation began to dawn on Jim.",Jim took time to decide what he would take a picture of.
79,task024_cosmosqa_answer_generation,"Craft one correct answer to the question given in input. To make it more interesting, try to use non-stereotypical language if possible. Make sure your correct answer is reasonably long, consistent with the context, and requires common sense (instead of explicit extraction from the context.) In your answer, use as few words as possible from the given context. Use a response that is uncommon/non-stereotypical, so that it is less predictable. To be less repetitive, please vary your language for each question.

Context: So , last day in Seattle , and my flight was at 1:30 . I got to chit chat with my old manager ( more like a mentor ) , and left Seattle feeling really good and inspired . . 
Question: Why did I chit chat with my old manager ?",Because I enjoy talking to him .
80,task095_conala_max_absolute_value,"In mathematics, the absolute value of a number is the non-negative value of that number, without regarding its sign. For example, the absolute value of -2 is 2, and the absolute value of 5 is 5. In this task you will be given a list of numbers and you need to return the element with highest absolute value. If a negative and positive element have the same absolute value you should return the positive element. The absolute value for negative numbers can be found by multiplying them by -1. After finding the element with the maximum absolute value you should return the value of that element before you applied the absolute value.

[ 39.212  66.914 -53.453]",66.914
81,task080_piqa_answer_generation,"In this task the focus is on physical knowledge about the world. Given the provided goal task in the input, describe a process that would lead to the asked outcome. This process often involves physical motions with objects, such as moving them, arranging them in a certain way, mixing them, shaking them, etc.

How do dry off after a bath.","Step out of the tub. Grab a towel, and wipe or pat yourself dry, all over the body. Wrap the towel around you if desired."
82,task073_commonsenseqa_answer_generation,"You are given a question and some answer options (associated with ""A"", ""B"", ""C"", ""D""). You should choose the correct answer based on commonsense knowledge. Avoid answering questions based on associations, the set of answers are chosen deliberately to capture common sense beyond associations. Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D', 'E' and only give one answer for each question.

James was looking for a good place to buy farmland.  Where might he look?
(A)midwest (B)countryside (C)estate (D)farming areas (E)illinois",A
83,task108_contextualabusedetection_classification,"Read the given text and if it has abusive content then indicate via ""yes"". Otherwise indicate via""no"". 
We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse (e.g., Content which contains a negative statement made against an identity. An identity is a social category that relates to a fundamental aspect of individuals community, socio-demographics, position or self-representation) (2) Affiliation Directed Abuse (e.g., Content which express negativity against an affiliation. We define affiliation as a (more or less) voluntary association with a collective. Affiliations include but are not limited to: memberships (e.g. Trade unions), party memberships (e.g. Republicans), political affiliations (e.g. Right-wing people) and occupations (e.g. Doctors).) (3) Person Directed Abuse (e.g., Content which directs negativity against an identifiable person, who is either part of the conversation thread or is named. Person-directed abuse includes serious character based attacks, such as accusing the person of lying, as well as aggression, insults and menacing language.) and (4) Counter Speech (e.g., Content which challenges, condemns or calls out the abusive language of others.). Note that URLs in the text have been replaced with [Link].

that twatter feed combined with that profile picture is fucking peak mayoess. Confidently commenting on medicine, politics, and everything else as if she has any authority or knowledge on anything at all.",yes
84,task088_identify_typo_verification,"The given sentence contains a typo which could be one of the following four types: (1) swapped letters of a word e.g. 'niec' is a typo of the word 'nice'. (2) missing letter in a word e.g. 'nic' is a typo of the word 'nice'. (3) extra letter in a word e.g. 'nicce' is a typo of the word 'nice'. (4) replaced letter in a word e.g 'nicr' is a typo of the word 'nice'. You need to identify the typo in the given sentence. To do this, answer with the word containing the typo.

A boy wearing a baseball mit at a bse.",bse.
85,task087_new_operator_addsub_arithmetic,"In this task you will be given an arithmetic operation and you have to find its answer. The operators '+' and '-' have been replaced with new symbols. Specifically, '+' has been replaced with the symbol '@' and '-' with the symbol '#'. You need to perform the operations in the given equation return the answer

6113 @ 4517 @ 9545 @ 5722 @ 7430 @ 7248",40575
86,task059_ropes_story_generation,"You are given a background paragraph that describes one or more causal or physical relationships, such as a relationship in economics, scientific law, or nature. You need to come up with a fictional story that makes use of the concepts or the relationship described in the provided paragraph. Make sure that your story does not repeat the relation in the given paragraph (e.g., by avoiding verbatim copies of the given paragraph). Start by reading the background paragraph, and determine what relationship(s) are in the paragraph. Write a story that involves the relationship(s) that you determined are in the background paragraph. Try to use your own words as much as possible and not repeat the background paragraph. Feel free to make up places and events as long as they tie back to the background paragraph in a way that you can ask a question about.

Background Paragraph: At the end of the Proterozoic, the supercontinent Pannotia had broken apart into the smaller continents Laurentia, Baltica, Siberia and Gondwana. During periods when continents move apart, more oceanic crust is formed by volcanic activity. Because young volcanic crust is relatively hotter and less dense than old oceanic crust, the ocean floors rise during such periods. This causes the sea level to rise. Therefore, in the first half of the Paleozoic, large areas of the continents were below sea level.Early Paleozoic climates were warmer than today, but the end of the Ordovician saw a short ice age during which glaciers covered the south pole, where the huge continent Gondwana was situated. Traces of glaciation from this period are only found on former Gondwana. During the Late Ordovician ice age, a few mass extinctions took place, in which many brachiopods, trilobites, Bryozoa and corals disappeared. These marine species could probably not contend with the decreasing temperature of the sea water.The continents Laurentia and Baltica collided between 450 and 400 Ma, during the Caledonian Orogeny, to form Laurussia (also known as Euramerica). Traces of the mountain belt this collision caused can be found in Scandinavia, Scotland, and the northern Appalachians. In the Devonian period (416–359 Ma) Gondwana and Siberia began to move towards Laurussia. The collision of Siberia with Laurussia caused the Uralian Orogeny, the collision of Gondwana with Laurussia is called the Variscan or Hercynian Orogeny in Europe or the Alleghenian Orogeny in North America. The latter phase took place during the Carboniferous period (359–299 Ma) and resulted in the formation of the last supercontinent, Pangaea.By 180 Ma, Pangaea broke up into Laurasia and Gondwana.","Two space explorers are flying around through an unknown galaxy when they discover two new planets. Given that these planets have no names, the explorers decide to name them after themselves. The planet of Sarahn is currently going through a large geographic shift. Many of the continents on the planet are currently breaking apart and moving. Timon, however, has been a stable planet with no continental moving for quite awhile now."
87,task075_squad1.1_answer_generation,"This task is about writing a correct answer for the reading comprehension task. Based on the information provided in a given passage, you should identify the shortest continuous text span from the passage that serves as an answer to the given question. Avoid answers that are incorrect or provides incomplete justification for the question.

Passage: Recall that a current will reflect when there are changes in the electrical properties of the material. In order to efficiently send the signal into the transmission line, it is important that the transmission line has the same impedance as the elements, otherwise some of the signal will be reflected back into the antenna. This leads to the concept of impedance matching, the design of the overall system of antenna and transmission line so the impedance is as close as possible, thereby reducing these losses. Impedance matching between antennas and transmission lines is commonly handled through the use of a balun, although other solutions are also used in certain roles. An important measure of this basic concept is the standing wave ratio, which measures the magnitude of the reflected signal. Question:  What must match between the transmission line and elements?",impedance
88,task078_all_elements_except_last_i,"In this task, you are given inputs i and A, where i is an integer and A is a list. You need to list all the elements of A preceding the last i elements. i will always have a value less than the length of A.

3, ['Y', '8161', 'z', 'I', 'X', 'U', 'k', '4305', 's', 'i', 'D', 'f', 'o', 'O', '5017', '339', '1741', 'P']","Y, 8161, z, I, X, U, k, 4305, s, i, D, f, o, O, 5017"
