id,prompt_name,input,target
54,Sum up the following dialogue,"Sum up the following dialogue: 
Amya: U like the food last night?
Marion: Yea it was good
Amya: I didnt like it :/","Marion thinks the food she ate with Amya last night was tasty, but Amya disapproves."
55,Summarize:,"Summarize: Caroline: Are you in San Remo right now?
Reinhard: No, we're in Monaco for a few days
Caroline: on the yacht?
Hans: Yes, we wanted some time off
Hans: and the weather is perfect again
Carla: why, wanna join us?
Caroline: I have to be in Basel tomorrow, so I just can't
Carla: the art fair?
Caroline: yes, we want to buy some more art
Caroline: Blake prefers to invest in art than diamonds now
Carla: because you're an art historian?
Caroline: I think I convinced him it's better hehe
Hans: you can join us afterwards
Caroline: ok, we're in touch","Reinhard, Hans and Carla are on a yacht in Monaco. Caroline has to be in Basel tomorrow to buy some art. Caroline is an art historian."
56,Summarize:,"Summarize: Francis: it won't work :/
Jason: why
Lara: he is too clever
Francis: yea, it's not worth the risk
Jason: so... no cheating then
Lara: it's only 2 chapters
Francis: we can do this",Francis and Lara are against cheating as they can manage to learn material from two chapters.
57,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Owena: Your dad has just come from the police station...
Pamela: What? Why?
Owena: Do you remember the guy named Jack?
Pamela: The guy who was in jail for fraud?
Owena: Yes. Your dad hired him as you know,
Pamela: Did he do something bad?
Owena: Yes. And he begged your dad to pay back his debt
Pamela: What? Did dad do that?
Owena: Yes he did. He thought he became an another man 
Owena: And maybe he cut down his salary for a few months for the amount of money he asked your dad to
Pamela: Do you know why are swindlers called swindler?
Pamela: Cause cheating is their talent!!!
Owena: So he had to go to police and explain what happened
Pamela: Accuse him!!! 
Pamela: Accuse that bastard!
Owena: We will. He brought your dad's phone and bilked other people as well.
Owena: And people who called your dad's number thought your dad did this fraud to them. 
Owena: Now he explained what happened to him and the phone isn't a problem anymore..
Pamela: What the hell is going on?
Pamela: How does dad feel?..
Owena: Not happy of course...
Pamela: Mom. Seriously he shouldn’t trust anybody 
Owena: This was what I was talking about to your dad.
Owena: Don't worry we will solve this problem.",Pamela's dad had to explain to the police that he is not a part of Jack's swindle. Jack is his employee who had been previously imprisoned for fraud.
58,To sum up this dialog,"Carol: hey i need your help
Carol: my computer stopped working
Michelle: that sucks :-(
Michelle: your laptop or desktop?
Carol: laptop
Carol: wha's the name of your guy?
Carol: the one you told can fix any computer
Michelle: his name is bill
Michelle: would you like his number?
Carol: please
Michelle: it's 717-222-4877
Carol: thank you so much
Carol: i owe you one
To sum up this dialog:","Carol's laptop stopped working, he needs help. Michelle gives Carol a phone number of a computer specialist to fix the laptop."
59,Summarize:,"Summarize: Donald: hey
Donald: stop lying everytime i ask you where is mike
Scofield: dude, since when did i lie 
Donald: since you told me Mike was not at home
Scofield: he wasnt i promise
Donald: i dont beleive you
Scofield: okay then",Donald doesn't believe Scofield that Mike was not at home.
60,Write a dialogue that match this summary,Write a dialogue that matches this summary: Danny has info from Michael that Frank and Sue are dating.,"Danny: geez, it's so boooring
Kate: tell me about it *snooze*
Danny: have you heard about Frank and Sue?
Kate: ? no? what about them?
Danny: I've heard they're dating
Kate: pfff, says who
Danny: Michael
Kate: like he knows
Danny: Hahaha, i know, right? :D
Kate: I'd rather believe Frank and Mike are dating :P"
61,Summarize:,"Summarize: Camilla: I can't find that post on Facebook. 
Camilla: the one Marie posted
Camilla: it's got a black background
Helena: hold on, I'm checking
Helena: I think I found it
Helena: <file_other>
Helena: this one?
Helena: try and click on it
Camilla: ok
Helena: did you try calling them too?
Camilla: not yet
Helena: ok
Helena: I noticed there are many comments
Camilla: ok the page loaded, yeah I can see all the comments
Helena: many people that seem to know about it
Helena: very sad 💔
Camilla: yeah",Helena helped Camilla to find Marie's Facebook post.
62,Sum up the following dialogue,"Sum up the following dialogue: 
Miles: I had the weeeeeeeirdest dream for the longest time. I was stuck back in time, in the 80’s hahaha
Connie: That sounds like awesome dream!
Miles: And only my friend Annie new how to get back. And I couldn’t figure it out. So instead of just partying in the 80’s like I should’ve I just wasted the whole dream trying to figure how to get back to 2018
Connie: Well, funny thing is you can't just go back to dreams you liked, no matter how hard you try. For me it works like that anyway",Miles had a strange dream about being stuck in the 80's. Connie wishes they could go back to their dreams.
63,Summarize this dialogue:,"Summarize this dialogue: Ralph: Have you ever heard of a company called ""Venque""?
Victoria: No. what is this?
Ralph: <file_other>
Ralph: Check it out
Charles: it's a Canadian company
Charles: They have very beautiful but expensive products. 
Ralph: What do think about this bag?
Ralph: <file_other>
Charles: Very stylish",The Canadian company Venque has beautiful but expensive products.
64,Summarize this dialogue:,"Summarize this dialogue: Eve: Kate, is Matt ok?
Joanna: Is everything ok?
Kate: He was released from the hospital yesterday
Kate: And seems to be doing good
Carol: Kate, what happened to Matt? 
Kate: fell off his bike and has a broken leg
Carol: Oh dear, I'm sorry
Kate: Thanks
Kate: It was on Monday and Simon sprained his toe yesterday...
Joanna: Girl, you've got a lot going on right now!
Carol: Bless you! 
Kate: You could say I've got my hands full
Eve: Do want me to come over and help? 
Kate: That's so sweet of you
Kate: But I will manage 
Eve: Okay, let me know if you need anything
Kate: I sure will
Joanna: Take care, honey
Eve: and keep us posted
Kate: Sure thing!","Matt fell off his bike and broke his leg on Monday. Matt was released from the hospital yesterday. Simon sprained his toe yesterday. Kate is busy, but will manage on her own."
65,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Ursula: thank you for these beautiful earrings :*
Matt: i hoped you liked it :)
Ursula: i love them!
Ursula: how did you know i like esmeralds?
Matt: these one have the same colour as your eyes
Ursula: you think so?
Matt: of course :)
Matt: dont you see it?
Ursula: dont know
Ursula: i thought my eyes have no special colour
Matt: your eyes are the most beautiful thing in the world
Ursula: oh, thank you :*
Matt: its true <3",Ursula likes the earrings she received from Matt.
66,Given the above dialogue write a summary,"Aleena: do you have one hour on Friday?
Ben: i think i have 24 hours on Friday
Aleena: what?
Ben: never mind
Ben: i have one free hour
Aleena: super, we can go for a walk
Ben: do we have to PLAN going for a walk?
Aleena: it's better to plan something than sit and stare in TV
Ben: you mean watching the movie?
Aleena: i mean staring in stupid reality shows
Ben: last time it was you who wanted to see it
Aleena: but it was the last episode
Ben: ...
Aleena: this time we go out
Ben: ok
Given the above dialogue, write a summary.",Aleena wants to fo for a one hour walk on Friday. Ben thinks it does not need to be planned. She does not want to watch tv but prefers to go outside.
67,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Bernie: The wife will be out of town for a couple of days :) 
Chris: The house to yourself then?
Marty: Lucky you ;)
Bernie: Actually, I thought you could come over ;)
Chris: When?
Marty: How many beers should I bring? ;)
Bernie: Marty, that's the spirit! It shows you're not married ;)
Chris: So?
Bernie: Friday after work?
Marty: Works for me :)
Chris: I'll talk to my wife about it. We had some plans, but maybe we'll be able to move them.
Bernie: What plans?
Chris: She wanted to go to some stupid exhibition. 
Marty: So why not let her go alone and you join us?
Chris: That's actually date night.
Bernie: A what then?
Chris: A date night. Something she read about and we decided to implement...","Bernie's wife is leaving for a few days. He wants Chris and Marty to come in on Friday after work. Marty is in. Chris has a date night with his wife, but he will try to move it."
68,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Tessie: Hi there! I'm on the train to Frankfurt airport now. Meant to phone you last night but didn't manage. Are you cross with me?
Merce: Hello Tessie, don't be silly. Certainly I'm not cross with you. I can imagine how hectic it was yesterday.
Tessie: It was! But I even managed to go to town and put flowers on the grave. It was his birthday.
Merce: I know, I was there in the morning.
Tessie: Did you put a small pink stone on the tombstone?
Merce: I did. It was a spontaneous idea to go to the cemetery, I didn't have any candles or flowers. I could have gotten him some from the shop opposite, but I somehow don't like all these things on graves. So bourgeois...
Tessie: Well I do like bringing him flowers, shells, stones... He's got quite a collection by now. Yesterday I put loads of dry hydrangea heads from the garden on his place.
Tessie: <file_photo>
Merce: Oh that's fabulous! Very pretty!
Tessie: And not bourgeois?
Merce: Not at all! You always do it in such a tasty and original way. He would like it, I'm sure.
Tessie: I only don't know how long they'll keep. Frost and snow will discolor them. What d'you think?
Merce: I think they'll keep as nicely as they do on the bush. But if you want, I'll go and have a look from time to time. It will force me to have a walk!
Tessie: Thank you. I do appreciate it.
Merce: Any time. Now Tessie have a fabulous trip and let us know from time to time how you're doing. Take care!
Tessie: Thank you. Yes, you'll hear from me regularly. Bye!!",Tessie is on the train to Frankfurt airport and going on a trip. Tessie visited the grave yesterday and decorated it. Merce was there yesterday too. Merce will check on the grave from time to time for Tessie.
69,Sum up the following dialogue,"Sum up the following dialogue: 
Mark: Hi Hun :*
Jackie: Hi yourself :* sleep well?
Mark: Yeah. So good I’m running late for work.
Jackie: Sorry to hear that. 
Mark: Doesn’t matter. You got time tonight?
Jackie: For you, always :*
Mark: Great! Can you walk my dog?
Jackie: Say what?!
Mark: just kidding! Don’t get so uptight.
Jackie: So, what did you have in mind?
Mark: Dinner, movies. You know. The usual. 
Jackie: Your place or mine?
Mark: Mine, obviously ;)
Jackie: You’re so sweet <3
Mark: So, what do you want for dinner?
Jackie: I’m in a mood for... surprise me :P
Mark: How about Greek?
Jackie: No.
Mark: Oh, I thought you liked Greek.
Jackie: I do, but not 4 nights in a row.
Mark: Point taken. Thai?
Jackie: Sounds more like it :)
Mark: I’ll look something up at work. Could you do the groceries?
Jackie: Sure. Just tell me what to buy. What time do you finish?
Mark: Around 5 p.m.
Jackie: Well, I’m supposed to finish at 4:30, so maybe let’s meet at the store?
Mark: Sounds like a plan!
Jackie: See you there?
Mark: Sure. See you then Hun :*
Jackie: Bye :*",Mark and Jackie will meet tonight for dinner and movies at Mark's place. They will go to grocery store together and Mark will make Thai food later.
70,To sum up this dialog,"Isabella: I bought us train tickets on Sunday :)
Liam: How much do I owe you?
Isabella: Nothing, you paid for our concert tickets. :) :*
To sum up this dialog:",Isabella bought train tickets for Sunday. Liam paid for the concert tickets.
71,To sum up this dialog,"Tessa: Dinner's ready!
Tessa: Are you coming?
Tom: will be there in a sec
To sum up this dialog:",Tom will come for dinner in a sec.
72,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Adam: <file_video>
Adam: what do you think
Hector: give me a sec
Hector: ok watching
Adam: let me know
Hector: can't really hear a lot there ;/
Adam: yeah ;/
Adam: i think i need to record it somehow else
Adam: maybe through the interface and software
Hector: that definitely is a great idea!
Hector: i guess that's why i gave you the interface and installed it :D
Adam: yeah xd
Adam: ok i'll try to figure it out later
Hector: ok
Hector: i'll be waiting :P",Adam will record it somewhere else through the interface and software. Hector gave and installed the interface before.
73,Summarize:,"Summarize: Sharly: Hey girl
Makena: hey love
Sharly: so listen, the date of the photo shoot was pushed to yesterday
Makena: WTF??😥😥😢
Sharly: yeah i know, it sucks right?!!
Makena: very
Sharly: no one is ready for tomorrow
Makena: just imagine my hair is not yet piled
Sharly: haha, thats really bad for us
Makena: cant we talk to the director or something?
Sharly: he cant, he was the one who gave out the notice
Makena: hope they'll pay extra cash for compensation
Sharly: they must!!
Makena: this has to do with the magazine right?
Sharly: yeah, i think so
Makena: okay then, let me get my shit together
Sharly: 👍😂😂😂
Makena:😂😂
Sharly: let me go to the salon first
Makena: cool",The date of photo shoot was changed to yesterday. Makena is not ready yet. They should pay them extra for compensation.
74,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Violet: hi! i came across this Austin's article and i thought that you might find it interesting
Violet: <file_other>
Claire: Hi! :) Thanks, but I've already read it. :)
Claire: But thanks for thinking about me :)",Violet sent Claire Austin's article.
75,Write a dialogue that match this summary,Write a dialogue that matches this summary: Mark hopes Tanya enjoyed her birthday. Mark will visit Tanya asap.,"Mark: Tanyaaaaa, I'm a dodohead and forgot to write you for your bday
Mark: I hope you had a fantastic time celebrating and that the year ahead is full of happiness and adventure!
Mark: miss ya buddy! bigs hugs from far away
Mark: <file_photo>
Tanya: ooooommmmggggg
Tanya: that photo!!!! 😂😂😂
Tanya: thank youuuu
Tanya: miss you too! come visit soon!!!
Mark: will do so ASAP 😎"
76,Summarize this dialogue:,"Summarize this dialogue: Hannah: I think shes serious about that now
Hannah: she started the medication and it really works
Patty: good news!
Hannah: she was going to do some additional tests this week
Patty: please let me know when you get some news
Hannah: ok but I don't want to keep asking...
Hannah: I can feel that she's a bit uncomfortable
Patty: I'm just worried :(
Hannah: I know, so am I
Hannah: but I really think it's under control now
Hannah: I'll let you know anyway
Patty: last week was terrible but I really hope she got a little scared...
Patty: you know what I mean?
Hannah: totally
Patty: she has to understand that she's not 20 anymore :D
Hannah: yeah... we're already 23 :D :D :D
Patty: I wish :)
Hannah: I'm gathering some recipes for Mary
Hannah: only easy ones ;)
Patty: great idea!
Hannah: I'll show you when it's ready
Hannah: actually I'm going to put it all in one pdf
Patty: wow that would be fantastic
Patty: with your knowledge you should publish a book!
Hannah: yeah right ;)
Patty: seriously!!!
Patty: go for it! ;)",Hannah is gathering recipes for Mary. She is going to put it all in one pdf file.
77,Sum up the following dialogue,"Sum up the following dialogue: 
Lorna: Hi Alice!
Lorna: A donut from heaven! 
Lorna: I don't even mind getting my legs touching each other after that. Thank you!
Alice: So glad you liked it!",Lorna really enjoyed the donut.
78,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Paul: hey, wanna go to an escape room this Friday?
Joe: yeah! 
Rob: sure, love escape rooms, there a new one in the city I haven't been to yet
Paul: which one is it?
Rob: its theme is narcos, i can book us a slot if you're in
Paul: yes, let's do this one
Joe: agree! Friday sounds good
Rob: great, just give me a minute","Paul, Joe and Rob will go to the new Narcos-themed escape room. Rob will book a slot for Friday."
79,To sum up this dialog,"Paul: Why does Tom and Marry talk only about food?
Miranda: Maybe they don't have better topics?
Paul: How can you even talk so much about food
Olivia: Hahahaha
Olivia: It's true
Olivia: Now when I think of it
Olivia: Maybe it's some kind of a game?
Olivia: In public we talk only about food 
Olivia: And we will see if people notice
To sum up this dialog:",Tom and Marry talk only about food in public.
80,Sum up the following dialogue,"Sum up the following dialogue: 
Ivan: Hi Katie, are you free this evening?
Katie: Mm, more or less? What did you have in mind?
Ivan: I was thinking of going to see Winchester. You up for it?
Katie: Oh, sure! You know I love horror films! They're never too long, so I can definitely make it. What time?
Ivan: There's a screening at 7:45, does that sound okay to you?
Katie: Yeah, no problem with that! Let's meet at the cinema at 7:30, then!","Kate and Ivan are going to see ""Winchester"" at 7:45, so they're meeting at the cinema at 7:30."
81,Summarize this dialogue:,"Summarize this dialogue: Damarion: Wake up! Let me know when you wake up then
Mara: I woke up..Or rather u did it
Damarion: And you can't sleep anymore?
Mara: No. What's up?
Damarion: Sorry for that 
Mara: It's ok
Damarion: Just having a beer waiting for my next flight
Mara: A beer?! At this time
Damarion: I have 2 hours to wait
Mara: Before the flight?! It's not good. U shouldn't drink at all when u going to flight because u aren't the only one on the plane....
Damarion: ...
Mara: That's my opinion
Damarion: I'm a passenger so I can do as I please! You never pay attention to the things I tell you I see. Remember I said to you on Saturday that I wasn't going to be flying at the controls for the next 5 days ? Today is that fifth day. I will probably only fly tomorrow when I'm back at work....
Mara: Oh.. I'm sorry.",Damarion woke Mara up. Damarion drinks a beer as he has to wait 2 hours for his next flight. Damarion's been going by plane as a passenger for 5 days and tomorrow he'll be back at work.
82,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Joanne: Btw. I don’t know what to bring for the party, so I want to organize Mark's birthday. I bought a cake in which I’ll put candles. When everyone arrives, we can sing happy birthday.
Aaron: When’s his birthday?
Joanne: Next month, but whatever
Aaron: Lol. What?
Joanne: I know Mark would get the joke, but I'm not sure if other people would.
Aaron: Yeah, I don’t get it.
Joanne: Ook, I will not involve other people into singing happy birthday for a person who doesn't have birthday.
Aaron: Haha well maybe it would be fun?
Joanne: I believe it's fun, but I am not sure if it's a good idea. I also got a rubber duck for him.
Aaron: You’re so random. Why?
Joanne: Duck rhymes with fuck. He broke up with his girlfriend and he probably feels that there is something missing in his life. A duck can fill the hole.
Aaron: Also I need ur advice. I hope it won’t be awkward between me and Aurelia... I mean obv nothing is going to happen, but shall I say that I’m seeing someone? I know u may think this is me being weird or something. I just want it to be normal time lol so maybe it’s best she knows? I dunno maybe not
Joanne: Idk what to say, I definitely won't judge you, but I think the more open you're about your girl, the better for the whole situation
Aaron: So message now her then! Ok good idea.",Joanne wants to organize Mark's birthday party much earlier as a joke to cheer him up. Aaron isn't sure about the idea. Aaron will let Aurelia know he has a girlfriend.
83,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Lisa: Hi there. You all right?
Dan: Hi, Lisa. I'm much better now.
Lisa: Good to hear, Dan. Good luck.",Dan is much better now.
84,Sum up the following dialogue,"Sum up the following dialogue: 
Becky: Ladies are you going to the beach?
Erin: We are going for a massage :woman-getting-massage::skin-tone-3:
Erin: Then infinity pool later
Becky: Ooo nice!
Becky: What time are you heading to the pool? I think Fred and I are thinking of getting there at 3
Eva: are guys you driving there? If yes, can I and Vic squeeze in the trunk? :)
Erin: Prob around 3 also!
Becky: I think so but we have to see which one we’re going to cause one of them supposedly is too steep to drive up
Eva: isnt it The last 100 metres that is too steep to drive? Either way, we're up for anything :wink:
Becky: Honestly there’s one that you can drive up and the other we’d have to park and walk up, but I have no idea where they are or which one people are going to lol
Irene: yea what is the infinity pool place called? can’t find this info anywhere
Eva: Hotel Vista de Olas
Summer: It really easy to find. Just look for the sign along the left side of the road. Only took Alex and I like 20 minutes to walk there yesterday. It’s not super steep but the road seems like it would be really hard to drive on because of pot holes
Irene: Thanks thats good to know! Don’t want to risk it with the car - so will prob just park close to the bottom.",Becky will give Eva and Vic a ride to the infinity pool. Summer gives Irene directions to Hotel Vista de Olas.
85,Write a dialogue that match this summary,Write a dialogue that matches this summary: Filip wants that Alienor translates for him a manual of a device manufactured by his father from English to French. Alienor translates the fragments of the manual and sends them back to Filip. He will approach her later for some more translation.,"Filip: Hello
Alienor: Hello Filip
Filip: I have question
Filip: How seriously it would be improper if I would ask you to translate something for me from English to French
Filip: I do not have it with me now but will have it in couple hours
Filip: It is manual written by my father for device he is manufacturing
Alienor: Is it a long text?
Filip: Problem we are facing is that customer from Africa claims to speak English but they seem not to understand it. Their main language is French
Filip: Do not think so.
Alienor: If it is not too long I am happy to translate it
Filip: <file_other>chtm15ken.pdf
Filip: That is one of them and only couple sections B, c, d, f
Filip: And there is second one but have it on pc
Filip: Let me know if that is not too much to ask
Filip: <file_other> gl2m-man.pdf
Filip: That is second one but I will say more later. Please do not translate straight away
Alienor: <file_other> section B
Filip: You are Starr, I did not expect you to do anything right away
Alienor: <file_other> section_D, <file_other> section F
Alienor: I had to modify it to make it more French so it is not 100% following your text, but it means the same.
Alienor: I made it using Google Translate + correcting and adapting it so it is more French :D
Alienor: hope it is ok
Alienor: I usually do it that way so it is quicker and easier
Filip: Can I approach you in the evening about other one?
Alienor: no problem
Alienor: might only do it tomorrow though
Filip: Ok
Filip: Hello. I was cough with work yesterday and today working till late night. I did not forget about you. Just need to find some spear time 😊
Alienor: no problem"
86,Write a dialogue that match this summary,Write a dialogue that matches this summary: Sonia will go and work in Keep Calm cafe as Carioca is quite far away.,"Sonia: Do u know any cafe in the centre where I can work now?
Paula: maybe Carioca?
Paula: <file_other>
Sonia: it won't be crowded?
Paula: usually they're not that crowded until 8...
Paula: how long do u want to stay?
Sonia: I've got an appointment at 7:30 so for sure not that longd;-)
Paula: but wait, it is quite far...
Sonia: Where r u now?
Sonia: Lux med <file_other>
Paula: so maybe Keep Calm
Paula: it's just round the corner :D :D
Sonia: sounds like a plan
Paula: but don't eat there! 
Sonia: why?
Paula: it's quite expensive!
Sonia: kk, I see, gotta go :*"
87,To sum up this dialog,"Dora: Mum, I've been at home.
Dora: I left some things for you on the kitchen table. 
Mira: OK. 
Mira: Did you feed the cat?
Dora: Yes. 
Dora: I gave him the rest of the can that was open. 
Mira: Good. 
Mira: Can you come and feed him tomorrow midday?
Dora: I think yes. 
Dora: Around noon or 1 o'clock. 
Mira: Thank you. 
Dora: Do you need any shopping?
Mira: No, thank you. 
To sum up this dialog:",Dora helps Mira with feeding her cat.
88,To sum up this dialog,"Fiona: Pick me up after work?
Tom: Okay, I might be a little late though, I have a meeting at 5 and I'm not sure how long it will be
Fiona: No problem, just text me
Tom: OK
To sum up this dialog:","Tom will pick Fiona up, but may be late to do so. Tom has a meeting at 5. Tom will text Fiona."
89,Sum up the following dialogue,"Sum up the following dialogue: 
Greg: Ms. Hawkins, I believe your dog shit on my loan.
Ms. Hawkins: He would never do such a thing!
Greg: Well I saw him?
Ms. Hawkins: Do you have a witness?
Greg: No, I don't. I cleaned it this time. But don't let it happen again, please.
Ms. Hawkins: And you tell the lady who left your house at 5 am this morning to lose the hat. It's awful!","Ms. Hawkins' dog shat on his lawn, but she doesn't believe it."
90,To sum up this dialog,"Howard: My sis just got a job!
Sandra: wow, really?!
Sandra: that's amazing!
Howard: I know, I'm so proud of her and happy that someone finally decided to give her a chance
Sandra: What's the job? :)
Howard: A couple of months ago one woman decided to open a cafe and employ only people with special needs. Her son's autistic as well so she came up with the idea to create a place where people like her son can find a safe haven and work
Sandra: Oh dear, that's amazing, bless her!
Howard: Claire found out about them online, she applied for the job without even telling us!
Sandra: She's doing much better, I'm glad :)
Howard: I went to the interview with her, but waited outside. She made a good impression and got the job. She started this week
Howard: <file_other>
Sandra: Is this the place?
Howard: Yes, Claire's very dedicated, I can see that she really likes going there
Howard: They even organised baking workshops
Sandra: I'm so happy for her Howard. Maybe we should go and visit her? :)
Howard: Yes, why not, I'll tell her though, you know she's not very fond of surprises
To sum up this dialog:",Howard's autistic sister has just got a job in a cafe that employs disabled people. Sandra and Howard will visit her at work.
91,To sum up this dialog,"Irma: take the garbage when you'll go out
Ross: ok
Irma: :)
To sum up this dialog:",Ross will take out the garbage.
92,Sum up the following dialogue,"Sum up the following dialogue: 
Michael: Have you seen the last episode?!
Jane: Oh my god, yes!!!
Jane: IT. WAS. PERFECT.
Michael: hahahaha, thought you may like it :D
Michael: I must admit I was waiting for something like this, finally the plot is back.
Jane: I was enjoying it even without the plot ;)
Michael: Well, not everyone is satisfied with just looking at Jensen Ackles ;P
Jane: Which I don't understand.
Jane: But yeah, it was a great ep. I'm glad we've seen more hunting stuff and they've finally decided to paint Mommy dear out of the picture.
Michael: I agree, I was so fed up with this. I don't get why they brought her back in the first place.
Jane: Ran out of ideas probably, but come on. I could've understood them if they brought her back only for one season, ok, but more?
Michael: Tell me more. Especially, as it seems that they focused more on her than the boys.
Jane: And there's less and less Castiel :( Not a good sign
Michael: I love this show, but I must admit I came close to letting it go.
Jane: me too... I had a break when season 9 was on, but I was feeling nostalgic once and here I am again XD
Michael: At least we've got one really good episode after 3 awful seasons :D",Jane and Michael enjoyed watching the last episode. Jane is happy to see more hunting and Mommy written out. She is not happy with seeing less of Castiel. Jane took a break from watching after season 9. Michael is happy to see an interesting episode after 3 bad seasons.
93,Given the above dialogue write a summary,"Dominika: Hiiiii
Tom: Oh, hi
Julia: Hi, Domi!
Dominika: <file_video>
Tom: Ok, are you drunk? :D
Julia: WHAT are you wearing? :O
Given the above dialogue, write a summary.",Dominika send Tom and Julia a video of her.
94,Summarize:,"Summarize: Steve: Gosh, I'm so bored at work I wanna get
Mathew: lol, nothing to do?
Steve: No, plenty to do but it's just a look boring, I have to change work
Mathew: What would you change it to, though? This is what you majored in lol :D
Steve: maybe I'll become an astronaut...
Mathew: haha, not that again!!
Steve: Why? It would be amazing. Like Interstellar xD
Mathew: Or Passengers, have you seen it?
Steve: Have I SEEN it! Phew :P
Mathew: right... you've probably gone twice. 
Steve: 3 times
Mathew: get help 
Steve: hahaha you've got your quirks too, you know!
Mathew: Yeah? Like what?
Steve: C'mon, Kill Bill?
Mathew: What about it? 
Steve: you couldn't stop talking about it for a month!!
Mathew: Only cause it's like the BEST MOVIE EVER?!
Steve: Weirdo...
Mathew: rotfl, go back to work, employee of the month! 
Steve: Dont you worry about me, bro :D",Steve is bored at work. He wants to change it and become an astronaut. Mathew's favorite movie is Passengers and Steve's is Kill Bill.
95,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Ann: Hi July :) Any plans for 2night?
July: I'm going to the Cinema with Gus. U can go with us if u want.
Ann: i wish but I've to buy new dishwasher for my mom. 
July: Oh, I see. 
July: If u need any help I'll call Gus and we will help u.
Ann: Really?! You are great! :x
July: No problem sis :x",July and Gus are going to the cinema tonight. Ann has to buy a new dishwasher for her mom.
96,To sum up this dialog,"Scott: Hey sexy
Sasha: Hey
Scott: How are you ?
Sasha: I'm fine thanks and you?
Scott: Not too bad. What you been up to ?
Sasha: I'm getting ready for the party with my mates from the uni
Scott: Oh ok enjoy. I missed you!
Sasha: I missed you too!
Scott: I'm back in Uganda now, so nice having good food and not paying crazy amounts for it
Sasha: Thnx actually I'm feeling tired already but I know I need to go there because it's the first such a party with them. So if I don't go there they won't invite me anymore
Scott: Haha you should go then
Sasha: Yeah :)
Scott: Have fun
Sasha: Thank u
To sum up this dialog:",Scott is back to Uganda. Sasha is tired but she is going to attend a party with her colleagues from university. Scott and Sasha miss each other.
97,Summarize:,"Summarize: Steve: Was the technician already there?
Aria: Nope... still waiting
Steve: OK, let me know
Aria: <file_gif>",Aria is waiting for the technician. Steve wants to know when he arrives.
98,Sum up the following dialogue,"Sum up the following dialogue: 
Mark: I'm working from 6pm onwards
Mark: And tomorrow 2pm-9pm
Ann: what about saturday? 
Mark: I'm off
Ann: so let's stick with saturday
Mark: sure, we can go to the botanic gardens
Ann: ok, let meet at my place at 11 and we'll decide then
Mark: sure thing! see you! 
Ann: Bye",Mark will meet Ann at her place at 11 on Saturday.
99,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Sandy: wanna join? <file_other>
Tina: no, I need to keep writing:/:/
Sandy: writing what?
Tina: a stupid essay for Monday :/ :/
Sandy: about?
Tina: some psychological shit..:P
Sandy: uh, that sucks ;(
Sandy: how many pages?
Tina: 30............
Sandy: how many u have?
Tina: don ask!
Sandy: 3? :D
Tina: 5...  
Sandy: fuck!!close fb and  u gonna make it,  fingers x!!
Sandy: thx, enjoy tonite!","Tina can't join Sandy as she needs to keep writing an essay on psychology for Monday. She has to write 30 pages, but has only 5 now."
100,Summarize this dialogue:,"Summarize this dialogue: Kela: Happy birthday youabsolute beaut! I ho[pe you've had an amazing birthday in Vietnam with all your other friends :( AND I trust you've celebrated accordingly! These are just someof the many photos I own of you, me and the drank - haha We all miss you! See you sometime in the future :* <3
Cher: Aaaaaaaaaw my pooooooopies, thanks Kela bra! Miss you
Kela: <file_photo> <file_photo> <file_photo> <file_photo>",Kela wishes Cher a happy birthday and sends her some photos.
101,To sum up this dialog,"Diana Voss: Good morning Ms. Hobbs! We have just landed in Frankfurt and be arriving in the evening. Could you please turn the heating on in our apartment?
Ms. Hobbs: A very good morning to you, Diana! Sure I will do it.
Diana Voss: Thank you very much!
Ms. Hobbs: Pleasure.
To sum up this dialog:",Diana Voss has just landed in Frankfurt and will be arriving in the evening. Ms. Hobbs will turn the heating on in her apartment.
102,Summarize this dialogue:,"Summarize this dialogue: George: guys, I will be late, there was a huge traffic jam in Austria
Maria: what happened?
George: maybe just an accident, but I wouldn't be surprised if it was weather related, there's so much snow everywhere
Joseph: Where are you know?
George: close to Kufstein
Teddy: so almost Germany!
George: Yes, but I am driving very slowly, and at this time I was supposed to be close to Munich
Maria: Don't worry, just drive safely
George: but don't wait for me with dinner
George: it may take even 2 hours I think
Maria: ok, I'll warm it up for you as soon as you arrive
Maria: just inform us how it is going
George: I will!",George will be late because of the congestion on the road in Austria. There is a lot of snow everywhere. He is close to Kufstein now. Maria will leave a dinner for George.
