id,prompt_name,input,target
80,given_a_choice_of_categories ,"The Real Glory -  The Real Glory is a 1939 Samuel Goldwyn Productions action film starring Gary Cooper David Niven and Broderick Crawford released by United Artists in the weeks immediately following Nazi Germany's invasion of Poland. Based on a 1937 novel of the same name by Charles L. Clifford and directed by Henry Hathaway the film is set against the backdrop of the Moro Rebellion during the American occupation of the Philippines at the beginning of the twentieth century. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
81,given_a_list_of_category_what_does_the_title_belong_to,"""High Stile"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace
82,given_a_choice_of_categories ,"Eucalyptus conica -  Eucalyptus conica known as the Fuzzy Box is a common eucalyptus tree of the slopes and plains of New South Wales and adjacent areas in Queensland. Occurring as far north as the Carnarvon Range.Growing to 20 metres tall the bark is grey flaky box type bark with some paler patches shedding in short ribbons. Adult leaves are lanceolate or narrow-lanceolate in shape 7 to 12 cm long 0.8 to 2.5 cm wide. Greyish dull green on both sides. Locally frequent in grassy or dry sclerophyll woodland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant
83,given_list_what_category_does_the_paragraph_belong_to,"St Nicholas' Church Normanton is a redundant Anglican church in Normanton-on-Cliffe Lincolnshire England. It is designated by English Heritage as a Grade II* listed building and is under the care of the Churches Conservation Trust. It stands beside the road between Grantham and Lincoln. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
84,given_a_choice_of_categories ,"Miss Leelavathi -  Miss Leelavathi (Kannada: ಮಿಸ್ ಲೀಲಾವತಿ) is a 1965 Indian Kannada language film directed by M. R. Vittal and written by Korati Srinivasa Rao. It stars Jayanthi as the protagonist along with Udaykumar K. S. Ashwath Ramesh and others. The film won the National Award for second best film in Kannada.The film was talked about for its bold portrayal of women and was accredited of being the first Kannada feature film showing the leading lady wearing a swim suit. The film was a musical hit with R. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
85,given_a_choice_of_categories ,"Roger Chappot -  Roger Chappot (born October 17 1940) is a retired Swiss professional ice hockey player who played for HC Villars in the National League A. He also represented the Swiss national team at the 1964 Winter Olympics. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Athlete
86,given_a_list_of_category_what_does_the_title_belong_to,"""Zamia vazquezii"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
87,given_list_what_category_does_the_paragraph_belong_to,"399 Park Avenue is a 41-story office building that is the world headquarters of Citigroup in New York City United States.Citigroup's chairman and chief executive officer operate from the building's second floor. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
88,given_list_what_category_does_the_paragraph_belong_to,"The Cayapas River is a river of Ecuador. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",NaturalPlace
89,given_list_what_category_does_the_paragraph_belong_to,"Schwartziella puncticulata is a species of minute sea snail a marine gastropod mollusk or micromollusk in the family Rissoinidae. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Animal
90,given_a_list_of_category_what_does_the_title_belong_to,"""Josh Scobey"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete
91,given_list_what_category_does_the_paragraph_belong_to,"All's Well Ends Well 2011 is a 2011 Hong Kong romantic comedy film directed by Chan Hing-ka and Janet Chun. It is the sixth installment in the All's Well Ends Well film series was released on 2 February 2011. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film
92,given_list_what_category_does_the_paragraph_belong_to,"Baron Dániel Bánffy de Losoncz (18 September 1893 – 7 April 1955) was a Hungarian politician who served as Minister of Agriculture between 1940 and 1944. His grandfather was Baron Dezső Bánffy who functioned as Speaker of the House of Representatives and Prime Minister.He farmed in his possessions in Transylvania from 1917 until 1940. In August 1940 the second Vienna Award granted the Northern Transylvania to Hungary. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",OfficeHolder
93,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Yvonne Adhiambo Owuor -  Yvonne Adhiambo Owuor (born 1968) is a Kenyan writer who was named Woman of the Year by Eve Magazine in Kenya in 2004 for her contribution to the country's literature and arts. She won the 2003 Caine Prize for African Writing for her story Weight of Whispers which considers an aristocratic Rwandan refugee in Kenya. The story was originally published in Kwani? the Kenyan literary magazine set up by Binyavanga Wainaina after he won the Caine Prize the previous year.",Artist
94,given_a_choice_of_categories ,"Gudenå -  Gudenå or Gudenåen (pronounced [ˈɡuˀðn̩ˌɔːˀn̩]) is Denmark's longest river and runs through the central parts of the Jutlandic peninsula. An anglicized version of the name often seen is 'The River Guden'.Gudenåen flows a total of 176 kilometres from Tinnet Krat in Vejle Municipality between Nørre Snede and Tørring-Uldum to Randers Fjord in Randers on a northward course which takes it through the central parts of Jutland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace
95,given_a_choice_of_categories ,"Andrea Tafi (cyclist) -  Andrea Tafi (born 7 May 1966 in Fucecchio) is an Italian former road bicycle racer who retired from his professional career in 2005. Tafi's propensity to perform best in the harder races earned him the nickname Il Gladiatore (The Gladiator).He specialized in the cobbled Spring Classics such as Paris–Roubaix which he won in 1999 and Tour of Flanders which he won in 2002. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Athlete
96,given_a_list_of_category_what_does_the_title_belong_to,"""Grenada Tree Anole"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
97,given_a_choice_of_categories ,"Marysin Gmina Bychawa -  Marysin [maˈrɨɕin] is a village in the administrative district of Gmina Bychawa within Lublin County Lublin Voivodeship in eastern Poland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village
98,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Honesdale High School -  Honesdale High School is a public four-year regional high school serving grades 9-12 in Honesdale Wayne County Pennsylvania United States as a part of the Wayne Highlands School District. In 2010 the School reported an enrollment of 978 pupils in grades 9th through 12th with 333 pupils eligible for a federal free or reduced-price lunch due to the family meeting the federal poverty level. The school employed 67 teachers yielding a student–teacher ratio of 14:1.",EducationalInstitution
99,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. King Square Shopping Mall -  King Square Mall （王府井） is an Chinese commercial centre---named after the world famous merchandise King Square Street in Beijing will be established at a luxurious residential area north of Highway 7 around the year of 2014.",Building
100,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. St James Independent Schools -  St James' Independent Schools in London (UK) are three private schools for children aged 4 to 18. The juniors' and senior girls' schools are in the London Borough of Hammersmith and Fulham and the senior boys' school in Ashford Surrey.",EducationalInstitution
101,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. USS Volans (AKS-9) -  USS Volans (AKS-9) was an Acubens-class general stores issue ship commissioned by the U.S. Navy for service in World War II. She was responsible for delivering and disbursing goods and equipment to locations in the war zone.",MeanOfTransportation
102,given_a_list_of_category_what_does_the_title_belong_to,"""Leonia (plant)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
103,given_list_what_category_does_the_paragraph_belong_to,"Cyclamen rohlfsianum is a perennial growing from a tuber native to shrubland especially in limestone cracks up to 450 m (1500 ft) above sea level in a small area of northeastern Libya. It is one of the tenderest cyclamen species.The plant was discovered by Friedrich Gerhard Rohlfs in 1879 and was named after him in 1897 by Paul Friedrich August Ascherson. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
104,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Talamancalia fosbergii -  Talamancalia fosbergii is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitat is subtropical or tropical moist montane forests.It is threatened by habitat loss.",Plant
105,given_list_what_category_does_the_paragraph_belong_to,"Salvia amplexicaulis is a herbaceous perennial that is native to southeastern Europe. It is a close relative of Salvia nemorosa. Its specific epithet amplexicaulis refers to the stem-clasping stem leaves which have no stalks. Violet-blue flowers grow closely together in whorls forming a nearly continuous spike with plants reaching up to 90 cm (3.0 ft) tall. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
106,given_a_list_of_category_what_does_the_title_belong_to,"""Death Studies"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",WrittenWork
107,given_a_list_of_category_what_does_the_title_belong_to,"""Super Pack 2"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Album
108,given_a_choice_of_categories ,"Dragon Fighter -  Dragon Fighter is a Sci Fi Pictures original film that premiered on January 4 2003 and was directed by Phillip J. Roth. It stars Dean Cain and Kristine Byers. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
109,given_a_list_of_category_what_does_the_title_belong_to,"""Mount Tsubakuro"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace
110,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Jonathan Fritzén -  Jonathan Fritzen (born October 11 1982) is a contemporary jazz pianist and multi-instrumentalist.",Artist
111,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Mexican Teenagers EP -  Mexican Teenagers is an EP by American Guitarist Kaki King released in 2009.",Album
