id,prompt_name,input,target,source
132,given_list_what_category_does_the_paragraph_belong_to,"Cyclamen rohlfsianum is a perennial growing from a tuber native to shrubland especially in limestone cracks up to 450 m (1500 ft) above sea level in a small area of northeastern Libya. It is one of the tenderest cyclamen species.The plant was discovered by Friedrich Gerhard Rohlfs in 1879 and was named after him in 1897 by Paul Friedrich August Ascherson. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant,dbpedia_14
133,given_a_list_of_category_what_does_the_title_belong_to,"""Tom McGuinness (Gaelic footballer)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete,dbpedia_14
134,given_a_choice_of_categories ,"Dragon Fighter -  Dragon Fighter is a Sci Fi Pictures original film that premiered on January 4 2003 and was directed by Phillip J. Roth. It stars Dean Cain and Kristine Byers. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
135,given_list_what_category_does_the_paragraph_belong_to,"Oscar Peterson et Joe Pass à Salle Pleyel is a 1975 (see 1975 in music) live album by Oscar Peterson featuring Joe Pass. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Album,dbpedia_14
136,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Xaverian Primary School -  Xaverian Primary SchoolXaverian Primary School is one of the oldest schools in Kenya. The foundation stone was laid by Rt. Rev. F. Hall D.D. the Bishop of Kisumu on 18 September 1955 and was opened by Dr. A. Ressano Garcia (the Consul General for Portugal) on 22 July 1956.The school is located in Kisumu Country (0° 6’ 23.94S 34° 45’ 30.83E) close to the shores of Lake Victoria.",EducationalInstitution,dbpedia_14
137,given_a_list_of_category_what_does_the_title_belong_to,"""Faceless (film)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Film,dbpedia_14
138,given_list_what_category_does_the_paragraph_belong_to,"Hantabad (Persian: حنط اباد‎ also Romanized as Ḩanţābād; also known as Handābād and Khantābād) is a village in Rivand Rural District in the Central District of Nishapur County Razavi Khorasan Province Iran. At the 2006 census its population was 39 in 10 families. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village,dbpedia_14
139,given_list_what_category_does_the_paragraph_belong_to,"The Bridge of San Luis Rey is a 2004 drama film directed by Mary McGuckian and featuring an ensemble cast of American and international actors. It is based on Thornton Wilder's novel of the same name. The film was released in 2004 in Spain and 2005 in the U.S. and abroad. Despite praise for its costume design the film was poorly received by critics. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film,dbpedia_14
140,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Vriesea croceana -  Vriesea croceana is a species of the genus Vriesea. This species is endemic to Brazil.",Plant,dbpedia_14
141,given_list_what_category_does_the_paragraph_belong_to,"Gyldendalske Boghandel Nordisk Forlag A/S usually referred to simply as Gyldendal (Danish pronunciation: [ˈɡylˀəndæˀl]; OMX: GYLD A GYLD B) is a Danish publishing house. Founded in 1770 by Søren Gyldendal it is the oldest and largest publishing house in Denmark offering a wide selection of books including fiction non-fiction and dictionaries. Prior to 1925 it was also the leading publishing house in Norway and it published all of Henrik Ibsen's works. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company,dbpedia_14
142,given_list_what_category_does_the_paragraph_belong_to,"The George B. Swan House is located on the east side of Davenport Iowa United States. The Greek Revival style residence was built in 1881. It has been listed on the National Register of Historic Places since 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building,dbpedia_14
143,given_a_choice_of_categories ,"The Real Glory -  The Real Glory is a 1939 Samuel Goldwyn Productions action film starring Gary Cooper David Niven and Broderick Crawford released by United Artists in the weeks immediately following Nazi Germany's invasion of Poland. Based on a 1937 novel of the same name by Charles L. Clifford and directed by Henry Hathaway the film is set against the backdrop of the Moro Rebellion during the American occupation of the Philippines at the beginning of the twentieth century. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
144,given_a_list_of_category_what_does_the_title_belong_to,"""Matsuya Co."", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Company,dbpedia_14
145,given_a_list_of_category_what_does_the_title_belong_to,"""Pajumaa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Village,dbpedia_14
146,given_a_list_of_category_what_does_the_title_belong_to,"""Eudonia melanographa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal,dbpedia_14
147,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Anthidium weyrauchi -  Anthidium weyrauchi is a species of bee in the family Megachilidae the leaf-cutter carder or mason bees.",Animal,dbpedia_14
148,given_list_what_category_does_the_paragraph_belong_to,"Kerem Cem Dürük (born 28 December 1977 in Muğla Turkey) better known as Keremcem is a Turkish pop singer and actor. He also hosted the short-lived television show Keremcem ile söyle söyleyebilirsen on Star TV. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
149,given_a_list_of_category_what_does_the_title_belong_to,"""So You Want to Be a Wizard"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",WrittenWork,dbpedia_14
150,given_list_what_category_does_the_paragraph_belong_to,"Francis Payne is an Australian writer of speculative fiction. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
151,given_a_choice_of_categories ,"Veritas Academy (Austin Texas) -  Veritas Academy is a private classical Christian university-model school located on the property of the First Evangelical Free Church (FEFC) in southwest Austin Texas It is a private classical college prep school that seeks to train hearts and minds for the glory of God through rigorous curricula character education competitive athletics fine & performing arts and an array of extra‐ and cocurricular activities. offering primary and secondary education in grades K-12.Veritas opened in August 2005.  Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution,dbpedia_14
152,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Pölshals Pass -  Pölshals Pass elevation 815 m (2674 ft) is a mountain pass in the Alps in the Austrian Bundesland of Styria.It connects Pöls with the valley of the Mur River.The pass was already in use in Roman times.",NaturalPlace,dbpedia_14
153,given_a_choice_of_categories ,"Marysin Gmina Bychawa -  Marysin [maˈrɨɕin] is a village in the administrative district of Gmina Bychawa within Lublin County Lublin Voivodeship in eastern Poland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village,dbpedia_14
154,given_a_choice_of_categories ,"Sechereș River -  The Sechereș River (in Hungarian Szekeres) is a tributary of the Crucea River in Romania Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace,dbpedia_14
155,given_a_choice_of_categories ,"Once Upon a Time (1994 film) -  Once Upon a Time or Once Upon a Time... This Morning (Thai: กาลครั้งหนึ่งเมื่อเช้านี้ or Kalla khrung nueng... muea chao nee) is a 1994 Thai drama film directed by Bhandit Rittakol. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
156,given_list_what_category_does_the_paragraph_belong_to,"The Fraternal Hall at 2nd and Chestnut Sts. in Kimball Nebraska was built in 1903-04. It includes Classical Revival architecture. It is now operated as Plains Historical Museum.The building was listed on the National Register of Historic Places in 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building,dbpedia_14
157,given_a_choice_of_categories ,"Roger Chappot -  Roger Chappot (born October 17 1940) is a retired Swiss professional ice hockey player who played for HC Villars in the National League A. He also represented the Swiss national team at the 1964 Winter Olympics. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Athlete,dbpedia_14
158,given_a_choice_of_categories ,"Adam Oehlenschläger -  Adam Gottlob Oehlenschläger (14 November 1779 – 20 January 1850) was a Danish poet and playwright. He introduced romanticism into Danish literature. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist,dbpedia_14
159,given_a_choice_of_categories ,"Ferruginous Partridge -  The Ferruginous Partridge (Caloperdix oculeus) is a species of bird in the Phasianidae family. It belongs to the monotypical genus Caloperdix. It is found in Indonesia Malaysia Myanmar and Thailand.Its natural habitats are subtropical or tropical dry forests and subtropical or tropical moist lowland forests. It is threatened by habitat loss. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Animal,dbpedia_14
160,given_a_choice_of_categories ,"Celtis planchoniana -  Celtis planchoniana is a deciduous tree in the Celtis genus native to parts of eastern Europe and western Asia. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant,dbpedia_14
161,given_list_what_category_does_the_paragraph_belong_to,"Żerechowa [ʐɛrɛˈxɔva] is a village in the administrative district of Gmina Łęki Szlacheckie within Piotrków County Łódź Voivodeship in central Poland. It lies approximately 7 kilometres (4 mi) north-west of Łęki Szlacheckie 20 km (12 mi) south of Piotrków Trybunalski and 65 km (40 mi) south of the regional capital Łódź.The village has a population of 254. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village,dbpedia_14
162,given_list_what_category_does_the_paragraph_belong_to,"Riccardo Tisci (born in 1974 in Taranto Italy) is an Italian fashion designer. He studied in Italy and then graduated from London's Central Saint Martins Academy in 1999 and in 2005 was named Creative Director for Givenchy womenswear and haute couture. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
163,given_list_what_category_does_the_paragraph_belong_to,"Moos Tower is a building on the University of Minnesota campus in Minneapolis Minnesota. It is named after Malcolm Moos who was president of the University from 1967 to 1974. Inside Moos Tower are labs and faculty offices for the College of Dentistry and a CityKid Java with a designated study lounge.Moos Tower is an example of Brutalist architecture. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building,dbpedia_14
164,given_list_what_category_does_the_paragraph_belong_to,"Jasminum multiflorum is a species of jasmine in the family Oleaceae. It is known as Winter Jasmine Indian Jasmine Downy Jasmine and Star Jasmine. It flowers in Indian winter. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant,dbpedia_14
165,given_a_list_of_category_what_does_the_title_belong_to,"""Death Studies"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",WrittenWork,dbpedia_14
166,given_a_choice_of_categories ,"Koruköy Adıyaman -  Koruköy is a village in the District of Adıyaman Adıyaman Province Turkey. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village,dbpedia_14
167,given_a_list_of_category_what_does_the_title_belong_to,"""Nasrat Sharqi"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Artist,dbpedia_14
168,given_a_list_of_category_what_does_the_title_belong_to,"""Fun Cinemas"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Company,dbpedia_14
169,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Dana Wyse -  Dana Wyse (born August 9 1965 in Vancouver British Columbia) is a Canadian writer and visual artist. In 1991 Dana Wyse received her BFA from the University of British Columbia. She lives and works between Vancouver and Paris.In 1996 Wyse began her best known artwork a pill-themed installation called Jesus Had A Sister Productions It is a work-in-progress to which the artist adds new elements each year.",Artist,dbpedia_14
170,given_a_list_of_category_what_does_the_title_belong_to,"""High Stile"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace,dbpedia_14
171,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Baboia River -  The Baboia River or Eruga River is a tributary of the Desnățui River in Romania.",NaturalPlace,dbpedia_14
172,given_list_what_category_does_the_paragraph_belong_to,"Notebook (Malayalam: നോട്ട്ബുക്ക്‌) is a 2006 Malayalam teen film directed by Rosshan Andrrews and written by Bobby Sanjay. It is about three students at a boarding school and how they face up to challenges in their lives. The film dealt with the subject of teenage pregnancy. The film was praised for handling a rare and relevant subject but the overall critical and box-office responses were mixed. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film,dbpedia_14
173,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Kanni Banmauk -  Kanni is a village in Banmauk Township Katha District in the Sagaing Region of northern-central Burma.",Village,dbpedia_14
174,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Eupithecia vinibua -  Eupithecia vinibua is a moth in the Geometridae family. It is found in Kashmir.The wingspan is about 15.5 mm. The fore- and hindwings are dark greyish brown.",Animal,dbpedia_14
175,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Albert Bouchard -  Albert Bouchard (born May 24 1947) is a American drummer guitarist singer and songwriter. He was a founding member of the American hard rock band Blue Öyster Cult.",Artist,dbpedia_14
176,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Warrens of Virginia (1915 film) -  The Warrens of Virginia is a 1915 American drama film directed by Cecil B. DeMille. Prints of the film survive.",Film,dbpedia_14
177,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Talamancalia fosbergii -  Talamancalia fosbergii is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitat is subtropical or tropical moist montane forests.It is threatened by habitat loss.",Plant,dbpedia_14
178,given_a_choice_of_categories ,"Eucalyptus conica -  Eucalyptus conica known as the Fuzzy Box is a common eucalyptus tree of the slopes and plains of New South Wales and adjacent areas in Queensland. Occurring as far north as the Carnarvon Range.Growing to 20 metres tall the bark is grey flaky box type bark with some paler patches shedding in short ribbons. Adult leaves are lanceolate or narrow-lanceolate in shape 7 to 12 cm long 0.8 to 2.5 cm wide. Greyish dull green on both sides. Locally frequent in grassy or dry sclerophyll woodland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant,dbpedia_14
179,given_a_choice_of_categories ,"Miss Leelavathi -  Miss Leelavathi (Kannada: ಮಿಸ್ ಲೀಲಾವತಿ) is a 1965 Indian Kannada language film directed by M. R. Vittal and written by Korati Srinivasa Rao. It stars Jayanthi as the protagonist along with Udaykumar K. S. Ashwath Ramesh and others. The film won the National Award for second best film in Kannada.The film was talked about for its bold portrayal of women and was accredited of being the first Kannada feature film showing the leading lady wearing a swim suit. The film was a musical hit with R. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
180,given_a_list_of_category_what_does_the_title_belong_to,"""Mount Tsubakuro"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace,dbpedia_14
181,given_list_what_category_does_the_paragraph_belong_to,"All's Well Ends Well 2011 is a 2011 Hong Kong romantic comedy film directed by Chan Hing-ka and Janet Chun. It is the sixth installment in the All's Well Ends Well film series was released on 2 February 2011. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film,dbpedia_14
182,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Notwist (album) -  The Notwist is the self-titled debut album from the German musical group The Notwist. The record presents a side of the band which has subsided considerably during their recent recordings. Early incarnations of the group saw them exploring very broad avenues of punk and metal while they would later veer more toward an abstract electronic and indie feel.",Album,dbpedia_14
183,given_a_choice_of_categories ,"Suleyman Rustam -  Suleyman Rustam (Azerbaijani: Süleyman Rüstəm; November 27 1906 - June 10 1989) is poet of the Soviet Azerbaijan playwright and a public figure. He is the poet of the Azerbaijan SSR (1960) laureate of the Stalin State Prize of the second degree (1950) Hero of Socialist Labour (1976) and a member of the Communist Party of the Soviet Union from 1940. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist,dbpedia_14
184,given_a_list_of_category_what_does_the_title_belong_to,"""Josh Scobey"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete,dbpedia_14
185,given_list_what_category_does_the_paragraph_belong_to,"Bikinis Sports Bar & Grill is a chain of sports bars and restaurants which are primarily located in Texas but with locations in two other states. The restaurant chain is known for its scantily clad waitresses whose uniforms consist of its eponymous bikini tops cowboy boots and tight short denim shorts. The chain is also known for trademarking the term breastaurant (a common term for this and similar restaurants) and purchasing a ghost town that was subsequently renamed Bikinis Texas. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company,dbpedia_14
186,given_list_what_category_does_the_paragraph_belong_to,"Daniel S. DeCarlo (December 12 1919 – December 18 2001) was an American cartoonist best known as the artist who developed the look of Archie Comics in the late 1950s and early 1960s modernizing the characters to their contemporary appearance and establishing the publisher's house style. As well he is the generally recognized creator of the characters Sabrina the Teenage Witch Josie and the Pussycats (with the lead character named for his wife) and Cheryl Blossom. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist,dbpedia_14
187,given_a_choice_of_categories ,"The g Factor: The Science of Mental Ability -  The g Factor: The Science of Mental Ability is a book by Arthur Jensen on the general factor of human mental ability or g. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork,dbpedia_14
188,given_a_choice_of_categories ,"Could We Survive -  Could We Survive is an EP from singer-songwriter/multi-instrumentalist Joseph Arthur. The EP was released in the US on March 18 2008. Could We Survive is the first in a series of four EPs released in anticipation for the release of Joseph's seventh studio album Temporary People on September 30. From Billboard.com:The title track Could We Survive appeared in the House M.D. episode Lucky Thirteen which first aired on October 21 2008. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Album,dbpedia_14
189,given_a_list_of_category_what_does_the_title_belong_to,"""Super Pack 2"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Album,dbpedia_14
190,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. USS Volans (AKS-9) -  USS Volans (AKS-9) was an Acubens-class general stores issue ship commissioned by the U.S. Navy for service in World War II. She was responsible for delivering and disbursing goods and equipment to locations in the war zone.",MeanOfTransportation,dbpedia_14
191,given_a_choice_of_categories ,"Good Morning President -  Good Morning President (Hangul: 굿모닝 프레지던트; RR: Gutmoning peurejideonteu) is a 2009 South Korean film written and directed by Jang Jin that takes viewers to the private quarters of the Blue House during the terms of three fictional presidents (played by Lee Soon-jae Jang Dong-gun and Go Doo-shim) each trapped between political and ethical choices. It was chosen as the opening film of the 14th Busan International Film Festival and was released in theaters on October 22 2009. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film,dbpedia_14
192,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Ladina -  Ladina is a village in Croatia. It is connected by the D26 highway.",Village,dbpedia_14
193,given_a_list_of_category_what_does_the_title_belong_to,"""Richard Roeper"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Artist,dbpedia_14
194,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Seman -  The Seman is a river in western Albania. It is formed at the confluence of the rivers Osum and Devoll a few km northwest of Kuçovë. It flows west through Fier-Shegan and Mbrostar (near Fier). It flows into the Adriatic Sea near Topojë.In ancient times the Seman River was known as the Apsus River.",NaturalPlace,dbpedia_14
195,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. King Square Shopping Mall -  King Square Mall （王府井） is an Chinese commercial centre---named after the world famous merchandise King Square Street in Beijing will be established at a luxurious residential area north of Highway 7 around the year of 2014.",Building,dbpedia_14
196,given_a_choice_of_categories ,"South East High School (South Gate California) -  South East High School is a comprehensive four-year high school located in the southeast area of South Gate California.The school is located in the Los Angeles Unified School District and serves grades 9 through 12. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution,dbpedia_14
197,given_a_choice_of_categories ,"Dipterocome -  Dipterocome is a genus of flowering plants in the daisy family. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Plant,dbpedia_14
198,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. École Mathieu-Martin -  École Mathieu-Martin is a Francophone high school on Route 132 located in Dieppe New Brunswick Canada. With an enrollment of close to 1025 the school is the largest of the French-language high schools in the Moncton area. It mostly serves the francophone students of the city of Dieppe and the village of Memramcook New Brunswick. In addition it is the third largest francophone Secondary school in Atlantic Canada.",EducationalInstitution,dbpedia_14
199,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. St James Independent Schools -  St James' Independent Schools in London (UK) are three private schools for children aged 4 to 18. The juniors' and senior girls' schools are in the London Borough of Hammersmith and Fulham and the senior boys' school in Ashford Surrey.",EducationalInstitution,dbpedia_14
200,given_a_list_of_category_what_does_the_title_belong_to,"""Barngalow"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Building,dbpedia_14
201,given_a_choice_of_categories ,"Sparebanken NOR -  Union Bank of Norway branded as Sparebanken NOR was Norway's largest savings bank between 1990 and 1999. The bank was created as a merger between Sparebanken ABC and four other regional savings banks. The new bank had its headquarters in Oslo and was in existence until 1999 when it merged with Gjensidige to form Gjensidige NOR. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Company,dbpedia_14
202,given_a_list_of_category_what_does_the_title_belong_to,"""SS Princess Beatrice"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",MeanOfTransportation,dbpedia_14
203,given_a_choice_of_categories ,"Noe Venable -  Noe Venable (born April 20 1976 in San Francisco California) is an experimental folk/pop singer-songwriter. She has earned a loyal fan base in her native San Francisco in part through frequently performing in small intimate venues. Her advocacy of small venues caused a stir in the San Francisco music community when she took San Francisco Chronicle reporter Joel Selvin to task for claiming that the city's music scene was dead. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist,dbpedia_14
204,given_a_choice_of_categories ,"Paul Tittl -  Paul Tittl (born November 23 1961) is an American businessman and politician.From Manitowoc Wisconsin Tittl owns Vacuum & Sew Center and Paintball Paul's. Tittl also served on the Manitowoc County Board of Supervisor and Manitowoc Common Council. In November 2012 Tittl was elected to the Wisconsin State Assembly as a Republican. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",OfficeHolder,dbpedia_14
205,given_a_list_of_category_what_does_the_title_belong_to,"""Vasconcellea"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant,dbpedia_14
206,given_list_what_category_does_the_paragraph_belong_to,"Pollia dorbignyi is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Animal,dbpedia_14
207,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Café Magazine -  Café Magazine is a monthly Swedish men's magazine focused on fashion style and culture including articles on food movies fitness sex music travel sports technology and books. The magazine is comparable to U.S. publications such as Esquire and GQ.",WrittenWork,dbpedia_14
208,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Atlantic 85-class lifeboat -  The Atlantic 85 is part of the B class of lifeboats that serve the shores of the United Kingdom and Ireland as a part of the RNLI inshore fleet.The Atlantic 85 is the third generation B Class Rigid Inflatable Boat (RIB) developed from the Atlantic 21 and the later Atlantic 75. The Atlantic class of lifeboats is named after Atlantic College where the design was originally developed.",MeanOfTransportation,dbpedia_14
